"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0046540"	16	"U4/U6 x U5 tri-snRNP complex"	"A ribonucleoprotein complex formed by the association of the U4/U6 and U5 small nuclear ribonucleoproteins."	"A0A5F4CJP8,A0A5F4CS61,LSM3,LSM4,LSM5,LSM6,LSM7,LSM8,PPIH,PRPF31,PRPF6,PRPF8,SNRNP200,SNRPD1,SNRPE,USP39"
"GO:0046581"	6	"intercellular canaliculus"	"An extremely narrow tubular channel located between adjacent cells. An instance of this is the secretory canaliculi occurring between adjacent parietal cells in the gastric mucosa of vertebrates."	"ABCB11,Abcb11e,ABCB4,ABCC2,DPP4,TJP1"
"GO:0046611"	1	"lysosomal proton-transporting V-type ATPase complex"	"A proton-transporting two-sector ATPase complex found in the lysosomal membrane, where it acts as a proton pump to mediate acidification of the lysosomal lumen."	"SPAAR"
"GO:0046658"	16	"anchored component of plasma membrane"	"The component of the plasma membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group, that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping."	"CPO,EEPD1,GPC1,GPC2,GPC4,GPC5,GPC6,HYAL2,J9P2B8,MDGA1,MELTF,NOD1,NOD2,NRN1L,RHBG,RTN4RL1"
"GO:0046691"	1	"intracellular canaliculus"	"An apical plasma membrane part that forms a narrow enfolded luminal membrane channel, lined with numerous microvilli, that appears to extend into the cytoplasm of the cell. A specialized network of intracellular canaliculi is a characteristic feature of parietal cells of the gastric mucosa in vertebrates."	"Abcb11e"
"GO:0046695"	4	"SLIK (SAGA-like) complex"	"A SAGA-type histone acetyltransferase complex that contains Rtg2 and a smaller form of Spt7 than the fungal SAGA complex, and lacks Spt8. The complex is involved in the yeast retrograde response pathway, which is important for gene expression changes during mitochondrial dysfunction."	"J9NXV6,TAF12,TAF6,TAF6L"
"GO:0046696"	1	"lipopolysaccharide receptor complex"	"A multiprotein complex that consists of at least three proteins, CD14, TLR4, and MD-2, each of which is glycosylated and which functions as a lipopolysaccharide (LPS) receptor that primes the innate immune response against bacterial pathogens."	"TLR4"
"GO:0046930"	13	"pore complex"	"Any small opening in a membrane that allows the passage of gases and/or liquids."	"A0A5F4BQF8,A0A5F4BSW0,A0A5F4C0I1,A0A5F4C8U8,A0A5F4CG77,ADAM10,BAK1,BCL2,PLEKHA7,TSPAN33,VDAC1,VDAC2,VDAC3"
"GO:0048179"	2	"activin receptor complex"	"A protein complex that acts as an activin receptor. Heterodimeric activin receptors, comprising one Type I activin receptor and one Type II receptor polypeptide, and heterotrimeric receptors have been observed."	"ACVR1,ACVR1C"
"GO:0048188"	10	"Set1C/COMPASS complex"	"A conserved protein complex that catalyzes methylation of histone H3. In Saccharomyces the complex contains Shg1p, Sdc1p, Swd1p, Swd2p, Swd3p, Spp1p, Bre2p, and the trithorax-related Set1p; in mammals it contains the catalytic subunit (SETD1A or SETD1B), WDR5, WDR82, RBBP5, ASH2L/ASH2, CXXC1/CFP1, HCFC1 and DPY30."	"ASH2L,CXXC1,DPY30,DYDC1,HCFC1,LOC612517,RBBP5,SETD1A,SETD1B,WDR5"
"GO:0048471"	343	"perinuclear region of cytoplasm"	"Cytoplasm situated near, or occurring around, the nucleus."	"AANAT,ABCA1,ABCD1,ABL1,ACHE,ACKR3,ACSL3,ADCY10,ADGRB1,AIF1,AKAP4,ALG2,ALOX12B,ALOX5,AMFR,ANGEL1,ANKRD13A,ANKRD13B,ANKRD13C,ANKRD13D,ANP32A,ANXA6,APBA3,APEX1,APLP1,APOD,APP,AQP11,ARFGEF1,ARFGEF2,ARHGAP1,ASGR2,ASPSCR1,ATP2C2,ATP6V0A1,ATP6V0A2,ATP7A,ATP9A,ATP9B,ATRAID,ATXN10,AVPR2,AXIN1,AZIN2,BAG5,BCL10,BDNF,BICD1,BRI3,BUB1B,BUD23,CA4,CALCOCO2,CALR,CAPN6,CAV2,CCNT2,CD34,CDH1,CDK5R1,CDKN3,CEP43,CERT1,CHI3L1,CHODL,CIB1,CLDN19,CLIC4,CLN5,CLU,CNTRL,COBL,COPS5,CORO1B,CSF1,CSNK1D,CTIF,CTLA4,CTNNB1,CTSB,CUL7,CYB5R4,CYFIP1,CYFIP2,CYLD,DCTN3,DCUN1D3,DEPDC5,DHRS13,DICER1,DLG1,DMTN,DNAJB6,DNM1L,ECE1,EGFR,EIF2AK2,EIF3G,EIF4A2,EIF4H,ENPP3,EPG5,EPN3,ERBB2,EXOC6,EXOC8,EZR,FAT1,FBXL5,FBXW7,FIGNL1,FMR1,FXR1,FZD5,FZD9,GALNT1,GALNT2,GALNT3,GALNT6,GDPD1,GDPD3,GNB2,GNB3,GOLGA1,GPER1,GSDMA,GTPBP4,HDAC6,HECTD3,HFE,HIF1AN,HIP1R,HMGB2,HMGCLL1,HMOX1,HSF1,HSP90B1,HSPA8,HTT,HYAL2,IGF2BP1,INHBA,INPP5K,ITGB1,ITGB1BP1,ITM2C,JCAD,KCNH2,KCNS1,KCNS2,KIF20B,KIRREL1,LAMP1,LAPTM5,LCP1,LGMN,LMAN2,LMTK2,LPXN,LRPPRC,LYN,M6PR,MAEL,MAP1S,MAP6,MCM3,MEX3D,MLPH,MOSPD1,MSN,MT3,MTDH,MTMR14,MTPN,MVP,MYO1B,MYO6,NDFIP1,NDFIP2,NDOR1,NDRG1,NEDD4,NELL1,NF2,NHLRC1,NOCT,NOS2,NPC1,NUPR1,OAS2,OBSL1,OLFM4,OPN1SW,OPTN,P2RX4,PAFAH1B1,PATJ,PCLAF,PDE2A,PDE4A,PDLIM4,PHEX,PICALM,PICK1,PIKFYVE,PINK1,PKHD1,PKN2,PKP4,PLAAT3,PLCZ1,PLSCR1,PPP1R16B,PRDX6,PRKACA,PRKCD,PRKCE,PRKN,PRKRA,PSMF1,PTCH1,PTGDS,PTGES,PTK2B,PTPRM,PUM2,RAB11A,RAB15,RAB34,RAB3A,RAB3B,RAB3C,RAB40B,RAB4A,RACK1,RAD51,RAD51C,RAP1A,RAPGEF2,RASEF,RASGRP3,REP15,RHBDD2,RHPN2,RNF207,RNF41,ROS1,RPS6,S100B,SCEL,SEC16A,SEC23A,SEC23B,SEC31A,SELE,SEPTIN12,SEPTIN9,SEZ6,SH3GL2,SH3RF1,SHTN1,SIRT2,SLC11A2,SLC17A3,SLC2A10,SLC2A4,SLC30A7,SLC39A12,SLC39A13,SLC5A1,SLC5A3,SLC8A3,SLC9A3R1,SLIRP,SLK,SNAP25,SNAPIN,SNCA,SNF8,SNX5,SORT1,SPAST,SPINK5,SRC,STAT1,STBD1,STC2,STING1,STK26,STMN2,STOM,STX10,STX16,STX4,STX6,STX7,STX8,SYAP1,SYP,SYT5,TAF10,TAF8,TAOK1,TARBP2,TF,TFRC,TH,THBS3,TLK2,TLR4,TMEM100,TMEM192,TNFSF13B,TNKS2,TP53BP2,TPD52L1,TPPP3,TRAF6,TRAPPC12,TRAPPC2,TRAPPC2L,TRARG1,TRMT112,TSC2,TSPAN1,TWF1,TWF2,TYR,UBQLN1,USO1,USP20,USP33,VAPA,VCP,VPS4A,VPS53,VPS54,WRNIP1,WWC1,XRCC3,YWHAB,ZFYVE1,ZNF35"
"GO:0048476"	4	"Holliday junction resolvase complex"	"A protein complex that mediates the conversion of a Holliday junction into two separate duplex DNA molecules; the complex includes a single- or multisubunit helicase that catalyzes the extension of heteroduplex DNA by branch migration and a nuclease that resolves the junction by nucleolytic cleavage."	"A0A5F4D204,EME1,RAD51C,SLX4"
"GO:0048786"	12	"presynaptic active zone"	"A specialized region of the plasma membrane and cell cortex of a presynaptic neuron; encompasses a region of the plasma membrane where synaptic vesicles dock and fuse, and a specialized cortical cytoskeletal matrix."	"ADCY8,APP,FZD3,GAD1,J9P722,PPFIA4,RAB3A,SLC17A7,SLC32A1,SV2A,SYN1,VPS11"
"GO:0048787"	1	"presynaptic active zone membrane"	"The membrane portion of the presynaptic active zone; it is the site where docking and fusion of synaptic vesicles occurs for the release of neurotransmitters."	"APBA1"
"GO:0051233"	14	"spindle midzone"	"The area in the center of the spindle where the spindle microtubules from opposite poles overlap."	"APP,ARL8B,CCDC69,CDC42,CDC6,CENPV,CTDP1,GEM,KIF14,PKP4,PLK1,RACGAP1,RIF1,UNC119"
"GO:0051286"	1	"cell tip"	"The region at the end of the longest axis of a cylindrical or elongated cell."	"SLC32A1"
"GO:0055028"	1	"cortical microtubule"	"Arrays of microtubules underlying and connected to the plasma membrane in the cortical cytosol."	"NUMA1"
"GO:0055037"	45	"recycling endosome"	"An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane."	"Abcb11e,ACKR1,ACKR3,APP,AQP2,ARFGEF2,ATP11A,AVL9,BACE1,CLCN3,CLCN4,CLN3,COMMD1,DYNC1I1,ENTR1,GPER1,HFE,INPP5F,ITGB1,LDLRAP1,LMTK2,MCOLN2,OPTN,PLA2G3,RAB10,RAB11A,RAB13,RAB14,RAB29,REP15,SLC31A1,SLC31A2,SNF8,STX7,STX8,SYT11,TF,TFRC,TMEM230,TNF,TPP1,TUBGCP4,VIPAS39,VPS16,VPS52"
"GO:0055038"	27	"recycling endosome membrane"	"The lipid bilayer surrounding a recycling endosome."	"Abcb11e,ABHD17B,ATP9A,CD274,CFTR,CLIP3,CMTM6,LAMP5,LZTR1,MICALL1,NDRG1,PACSIN2,RAB10,RAB11A,RAB11B,RAB12,RAB13,RAB8A,RAP2A,RAP2B,RAP2C,SCAMP1,SCAMP5,SLC1A1,SORCS2,SORL1,WASHC1"
"GO:0055087"	1	"Ski complex"	"A protein complex that regulates RNA degradation by the exosome complex. In Saccharomyces the complex has a heterotetrameric stoichiometry consisting of one copy each of Ski2p and Ski3 and two copies of Ski8p."	"TTC37"
"GO:0060053"	2	"neurofilament cytoskeleton"	"Intermediate filament cytoskeletal structure that is made up of neurofilaments. Neurofilaments are specialized intermediate filaments found in neurons."	"NDEL1,SYNM"
"GO:0060076"	8	"excitatory synapse"	"A synapse in which an action potential in the presynaptic cell increases the probability of an action potential occurring in the postsynaptic cell."	"ADCY8,DLG4,ITGA3,LRRC4,NLGN1,NLGN3,PDE4B,SYP"
"GO:0060077"	8	"inhibitory synapse"	"A synapse in which an action potential in the presynaptic cell reduces the probability of an action potential occurring in the postsynaptic cell."	"DTNB,GABRA2,GAD1,GLRA1,IGSF21,IGSF9,NLGN2,SLC32A1"
"GO:0060091"	2	"kinocilium"	"A nonmotile primary cilium that is found at the apical surface of auditory receptor cells. The kinocilium is surrounded by actin-based stereocilia."	"CDH23,KNCN"
"GO:0060170"	20	"ciliary membrane"	"The portion of the plasma membrane surrounding a cilium."	"ARIH1,ARL6,BBS2,BBS5,CLTB,DRD2,EFCAB7,MCHR1,PKD2,PKD2L1,SCNN1A,SEPTIN2,SMO,SSTR3,TAS2R4,TMEM17,TMEM231,TMEM67,TSPEAR,UMOD"
"GO:0060171"	2	"stereocilium membrane"	"The portion of the plasma membrane surrounding a stereocilium."	"RIPOR2,USH2A"
"GO:0060187"	1	"cell pole"	"Either of two different areas at opposite ends of an axis of a cell."	"ASTN2"
"GO:0060205"	2	"cytoplasmic vesicle lumen"	"The volume enclosed by a cytoplasmic vesicle."	"ADA,FASLG"
"GO:0060342"	1	"photoreceptor inner segment membrane"	"The membrane surrounding the inner segment of a vertebrate photoreceptor. The photoreceptor inner segment contains mitochondria, ribosomes and membranes where opsin molecules are assembled and passed to be part of the outer segment discs."	"RHO"
"GO:0060473"	5	"cortical granule"	"A secretory vesicle that is stored under the cell membrane of an egg. These vesicles fuse with the egg plasma membrane as part of egg activation and are part of the block to polyspermy."	"ASTL,CALR,MYH9,NLRP5,PADI6"
"GO:0061474"	1	"phagolysosome membrane"	"The lipid bilayer surrounding a phagolysosome."	"LAMP1"
"GO:0061617"	11	"MICOS complex"	"Mitochondrial inner membrane complex involved in maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. In Saccharomyces cerevisiae the complex has six subunits: MIC10, MIC12, MIC19, MIC26, MIC27, and MIC60."	"A0A5F4BU24,A0A5F4BW83,A0A5F4C494,A0A5F4CIE1,A0A5F4D1W1,APOO,CHCHD10,CHCHD3,DNAJC11,J9NYN5,MICOS13"
"GO:0061673"	2	"mitotic spindle astral microtubule"	"Any of the mitotic spindle microtubules that radiate in all directions from the spindle poles and are thought to contribute to the forces that separate the poles and position them in relation to the rest of the cell."	"CCSAP,NUMA1"
"GO:0061689"	4	"tricellular tight junction"	"An specialized occluding junction where three epithelial cells meet. It is composed of a branching network of sealing strands that run perpendicularly to the bicellular tight junction at the point of contact between three epithelial cells in an epithelial sheet."	"ILDR1,LSR,MARVELD2,SIPA1L3"
"GO:0061700"	10	"GATOR2 complex"	"A multiprotein subcomplex of GATOR that regulates mTOR signaling by interacting with the Rag GTPases. In humans this complex consists of Mios, WDR24, WDR59, Seh1L, Sec13."	"CASTOR1,CASTOR2,MIOS,SEC13,SESN1,SESN2,SESN3,SZT2,WDR24,WDR59"
"GO:0061702"	1	"inflammasome complex"	"A cytosolic protein complex that is capable of activating caspase-1."	"NLRP6"
"GO:0061827"	4	"sperm head"	"The part of the late spermatid or spermatozoon that contains the nucleus and acrosome."	"PLCZ1,TACR1,TACR2,WBP2NL"
"GO:0061851"	2	"leading edge of lamellipodium"	"That part of the lamellipodium which represents the distal part of the structure."	"DUSP22,PDPN"
"GO:0062023"	51	"collagen-containing extracellular matrix"	"An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells."	"ADAMTS2,ADAMTS8,AMELX,BGLAP,CILP,CLU,EFEMP1,ELN,F3,FBLN2,FBLN5,FBN2,FBN3,FGF10,FGFR2,FMOD,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,LRRC15,LTBP3,LTBP4,MGP,MYOC,NDP,OMD,PLOD3,PLSCR1,PODNL1,POSTN,PRELP,PXDN,RANGAP1,SERPINE1,SERPINE2,SFRP2,SMOC2,SPARCL1,SSC5D,TECTA,TGFB2,TGFB3,TNXB,VWF,WNT2,ZG16,ZP2,ZP3"
"GO:0065010"	1	"extracellular membrane-bounded organelle"	"Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."	"ALPL"
"GO:0070044"	1	"synaptobrevin 2-SNAP-25-syntaxin-1a complex"	"A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, and syntaxin 1a (or orthologs thereof)."	"STX1A"
"GO:0070062"	55	"extracellular exosome"	"A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."	"ABCB6,ACE,ACTG1,ADAM15,AGO2,ANPEP,ANXA1,AOC1,AQP2,BAG6,BHMT,CA4,CD274,CD81,CD86,CD9,CUBN,DICER1,EGF,FASLG,FN1,GARS1,HSPA4,HSPA8,ICAM1,ITGA2B,KCNMA1,LAMP2,MYOC,NAGLU,NSUN2,PKHD1,PLAA,PROM1,QSOX1,RAB11A,RAB4A,RAB5B,RAP2B,SCNN1A,SCNN1G,SERPINA5,SERPINE1,SLC12A1,SLC12A3,SLC26A4,SLC2A4,SLC9A3,SNX18,SORD,TFRC,TMEM98,TSG101,VASN,XPNPEP2"
"GO:0070069"	2	"cytochrome complex"	"A protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions."	"COX10,COX15"
"GO:0070110"	2	"ciliary neurotrophic factor receptor complex"	"A protein complex that acts as a receptor for the cytokine ciliary neurotrophic factor (CNTF). In humans the receptor complex is a hexamer composed of two molecules each of CNTF and CNTFR and one molecule each of gp130 and LIFR."	"IL6R,IL6ST"
"GO:0070160"	6	"tight junction"	"A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other."	"EPHA2,GJA1,JAM2,PATJ,TJP1,TJP3"
"GO:0070176"	1	"DRM complex"	"A transcriptional repressor complex that contains the lin-9, lin-35, lin-37, lin-52, lin-53, lin-5is involved in 4-, dpl-1 and efl-1 proteins, and is involved in cell fate specification."	"LIN52"
"GO:0070187"	5	"shelterin complex"	"A nuclear telomere cap complex that is formed by the association of telomeric ssDNA- and dsDNA-binding proteins with telomeric DNA, and is involved in telomere protection and recruitment of telomerase. The complex is known to contain TERF1, TERF2, POT1, RAP1, TINF2 and ACD in mammalian cells, and Pot1, Tpz1, Rap1, Rif1, Rif2 and Taz1 in Schizosaccharomyces. Taz1 and Rap1 (or their mammalian equivalents) form a dsDNA-binding subcomplex, Pot1 and Tpz1 form an ssDNA-binding subcomplex, and the two subcomplexes are bridged by Poz1, which acts as an effector molecule along with Ccq1."	"ACD,POT1,TERB1,TERF1,TERF2"
"GO:0070195"	1	"growth hormone receptor complex"	"A receptor complex that consists of two identical subunits and binds growth hormone."	"GHR"
"GO:0070369"	3	"beta-catenin-TCF7L2 complex"	"A protein complex that contains beta-catenin and TCF7L2 (TCF4), binds to the TCF DNA motif within a promoter element, and is involved in the regulation of WNT target gene transcription."	"CTNNB1,TCF4,TCF7L2"
"GO:0070381"	2	"endosome to plasma membrane transport vesicle"	"A transport vesicle that mediates transport from the endosome to the plasma membrane, and fuses with the plasma membrane to deliver lipids and membrane proteins to the plasma membrane  and to release various cargo molecules, such as proteins or hormones, by exocytosis."	"PICALM,RAB6A"
"GO:0070382"	40	"exocytic vesicle"	"A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis."	"ANXA1,ANXA13,ANXA2,ARF5,ARF6,ARL6IP5,ATL3,CAV1,CLTC,COPA,COPB2,COPG1,COPG2,CTNNB1,DPYSL3,GNAI2,IGF1,IPO5,IQGAP1,KTN1,LMAN2,MX2,MYH9,NKD2,RAB10,RAB11A,RAB1A,RAB27A,RAB5A,RAB5B,RAB5C,RAB7A,RAB8A,RACK1,RAP1B,SYTL2,TM9SF3,TMED9,UNC13D,VDAC2"
"GO:0070390"	3	"transcription export complex 2"	"A protein complex that couples SAGA-dependent gene expression to mRNA export at the inner side of the nuclear pore complex (NPC). The TREX-2 complex is tethered to the inner side of the NPC via the nucleoporins Nup1 and Nup60; in S. cerevisiae it contains Sac3p, Thp1p, Sem1, Sus1p and Cdc31p."	"CETN3,ENY2,PCID2"
"GO:0070418"	2	"DNA-dependent protein kinase complex"	"A protein complex that is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs) and the DNA end-binding heterodimer Ku."	"UVRAG,ZBTB7A"
"GO:0070419"	6	"nonhomologous end joining complex"	"A protein complex that plays a role in DNA double-strand break repair via nonhomologous end joining. Such complexes typically contain a specialized DNA ligase (e.g. Lig4 in eukaryotes) and one or more proteins that bind to DNA ends."	"DCLRE1C,PAXX,PRKDC,XRCC4,XRCC5,XRCC6"
"GO:0070436"	1	"Grb2-EGFR complex"	"A protein complex that contains the epidermal growth factor receptor (EGFR) and Grb2, and is involved in linking EGFR activation to the p21-Ras pathway."	"GRB2"
"GO:0070442"	1	"integrin alphaIIb-beta3 complex"	"An integrin complex that comprises one alphaIIb subunit and one beta3 subunit."	"TSPAN32"
"GO:0070449"	3	"elongin complex"	"A transcription elongation factor complex that suppresses RNA polymerase II pausing, and may act by promoting proper alignment of the 3'-end of nascent transcripts with the polymerase catalytic site. Consists of a transcriptionally active Elongin A subunit (abut 100 kDa)and two smaller Elongin B (about 18 kDa) and Elongin C (about 15 kDa)subunits."	"ELOA,ELOB,EPOP"
"GO:0070461"	1	"SAGA-type complex"	"A histone acetyltransferase complex that acetylates nucleosomal H3 and H2B and is required for the expression of a subset of Pol II-transcribed genes. The budding yeast complex includes the acetyltransferase Gcn5p, several proteins of the Spt and Ada families, and several TBP-associate proteins (TAFs); analogous complexes in other species have analogous compositions, and usually contain homologs of the yeast proteins."	"HCFC1"
"GO:0070469"	8	"respiratory chain"	"The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."	"A0A5F4D5X5,A0A5F4D829,CYCS,MT-ND4L,MT-ND6,NDUFA1,NDUFS2,NDUFV2"
"GO:0070516"	4	"CAK-ERCC2 complex"	"A protein complex formed by the association of the cyclin-dependent protein kinase activating kinase (CAK) holoenzyme complex with ERCC2."	"CCNH,CDK7,ERCC2,MNAT1"
"GO:0070522"	3	"ERCC4-ERCC1 complex"	"A heterodimeric nucleotide-excision repair complex that has endonuclease activity specific for bubble structures characteristic of certain DNA lesions. The subunits are known as XPF/ERCC4 and ERCC1 in mammals, and Rad1p and Rad10p in S. cerevisiae."	"ERCC4,SLX4,XRCC1"
"GO:0070531"	6	"BRCA1-A complex"	"A protein complex that contains the BRCA1-BARD1 heterodimer, RAP80/UIMC1, BRCC3/BRCC36, BRE/BRCC45, FAM175A/CCDC98/Abraxas and MERIT40/NBA1, and specifically recognizes and binds K63-linked polyubiquitin chains present on histone H2A and H2AX at DNA damage sites."	"A0A5F4BZB2,ABRAXAS1,BABAM1,BABAM2,BRCA1,BRCC3"
"GO:0070545"	1	"PeBoW complex"	"A protein complex that is involved in coordinating ribosome biogenesis with cell cycle progression. In human, it is composed of Pes1, Bop1, and WDR12; in Saccharomyces the proteins are known as Nop7p, Erb1 and Ytm1 respectively."	"PES1"
"GO:0070552"	5	"BRISC complex"	"A protein complex that contains the FAM175B/ABRO1, BRCC3/BRCC36, BRE/BRCC45 and MERIT40/NBA1 proteins, and specifically cleaves K63-linked polyubiquitin chains."	"A0A5F4BZB2,ABRAXAS2,BABAM1,BABAM2,BRCC3"
"GO:0070557"	1	"PCNA-p21 complex"	"A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication."	"PCNA"
"GO:0070578"	8	"RISC-loading complex"	"A trimeric protein complex required for the formation of a mature RNA-induced silencing complex (RISC). In humans the complex is composed of the endonuclease Dicer (DICER1), TRBP (TARBP2) and the Argonaute protein Ago2 (EIF2C2/AGO2). Within the complex, Dicer and TRBP are required to process precursor miRNAs (pre-miRNAs) to mature miRNAs and then load them onto Ago2. Ago2 bound to the mature miRNA constitutes the minimal RISC and may subsequently dissociate from Dicer and TRBP. This complex has endoribonuclease activity."	"AGO1,AGO2,AGO3,AGO4,DHX9,DICER1,TARBP2,ZFP36"
"GO:0070652"	7	"HAUS complex"	"A protein complex that localizes to interphase centrosomes and to mitotic spindle tubules and regulates mitotic spindle assembly and centrosome integrity; in human, the complex consists of eight subunits, some of which are homologous to subunits of the Drosophila Augmin complex."	"AJUBA,HAUS1,HAUS2,HAUS5,HAUS6,HAUS7,HAUS8"
"GO:0070685"	1	"macropinocytic cup"	"A cell projection that forms at the site of macropinocytosis, a form of endocytosis that results in the uptake of relatively large amounts of extracellular fluid. The macropinocytic cup membrane selectively excludes certain proteins, such as H36 or PM4C4 in Dictyostelium, and the underlying cytoskeleton is enriched in F-actin and coronin."	"SNX5"
"GO:0070691"	2	"P-TEFb complex"	"A dimeric positive transcription elongation factor complex b that comprises a cyclin-dependent kinase containing the catalytic subunit, Cdk9, and a regulatory subunit, cyclin T."	"CCNT1,CDK9"
"GO:0070695"	5	"FHF complex"	"A protein complex that is composed of AKTIP/FTS, FAM160A2/p107FHIP, and one or more members of the Hook family of proteins, HOOK1, HOOK2, and HOOK3. The complex is thought to promote vesicle trafficking and/or fusion, and associates with the homotypic vesicular sorting complex (the HOPS complex)."	"AKTIP,FAM160A2,HOOK1,HOOK2,HOOK3"
"GO:0070701"	3	"mucus layer"	"An extracellular region part that consists of a protective layer of mucus secreted by epithelial cells lining tubular organs of the body such as the colon or secreted into fluids such as saliva. Mucus is a viscous slimy secretion consisting of mucins (i.e. highly glycosylated mucin proteins) and various inorganic salts dissolved in water, with suspended epithelial cells and leukocytes."	"A0A5F4BW39,LOC102151306,ZG16"
"GO:0070724"	2	"BMP receptor complex"	"A protein complex that acts as a receptor for bone morphogenetic proteins (BMPs); a homo- or heterodimer of type I and/or type II BMP receptor subunits."	"BMP2,HJV"
"GO:0070743"	1	"interleukin-23 complex"	"A protein complex that is composed of an interleukin-23 alpha (p19, product of the IL23A gene) and an interleukin-12 beta (p40, product of the IL12B gene) subunit and is secreted into the extracellular space."	"IL12B"
"GO:0070761"	4	"pre-snoRNP complex"	"A ribonucleoprotein complex that contains a precursor small nucleolar RNA (pre-snoRNA) and associated proteins, and forms during small nucleolar ribonucleoprotein complex (snoRNP) assembly. Pre-snoRNP complexes may contain proteins not found in the corresponding mature snoRNP complexes."	"NOP56,NOP58,NUFIP1,ZNHIT6"
"GO:0070765"	3	"gamma-secretase complex"	"A protein complex that has aspartic-type endopeptidase activity, and contains a catalytic subunit, presenilin (PS), that is a prototypical member of the GxGD-type aspartyl peptidases. The complex also contains additional subunits, including nicastrin, APH-1, PEN-2, and a regulatory subunit, CD147. Gamma-secretase cleaves several transmembrane proteins including the cell surface receptor Notch and the amyloid-beta precursor protein."	"APH1A,NCSTN,PSEN1"
"GO:0070776"	5	"MOZ/MORF histone acetyltransferase complex"	"A histone acetyltransferase complex that has histone H3 acetyltransferase and coactivator activities. Subunits of the human complex include MYST3/MOZ, MYST4/MORF, ING5, EAF6 and one of BRPF1, BRD1/BRPF2 and BRPF3."	"BRPF1,BRPF3,ING4,ING5,MEAF6"
"GO:0070820"	3	"tertiary granule"	"A secretory granule that contains cathepsin and gelatinase and is readily exocytosed upon cell activation; found primarily in mature neutrophil cells."	"STX7,STXBP2,STXBP3"
"GO:0070821"	1	"tertiary granule membrane"	"The lipid bilayer surrounding a tertiary granule."	"SLC11A1"
"GO:0070826"	1	"paraferritin complex"	"A cytoplasmic protein complex that contains integrin, mobilferrin and a flavin monooxygenase, is capable of reducing Fe(III) to Fe(II) utilizing NADPH, and is involved in iron transport. Fe(II) is required in the cell as the substrate for ferrochelatase in the synthesis of heme."	"SLC11A2"
"GO:0070876"	1	"SOSS complex"	"A protein complex that functions downstream of the MRN complex to promote DNA repair and the G2/M checkpoint. The SOSS complex associates with single-stranded DNA at DNA lesions and is composed of SOSS-B (SOSS-B1/OBFC2B or SOSS-B2/OBFC2A), SOSS-A/INTS3 and SOSS-C/C9orf80."	"INTS3"
"GO:0070877"	1	"microprocessor complex"	"A protein complex that binds to heme and to pri-miRNAs, and is required for the formation of a pre-microRNA (pre-miRNA), the initial step of microRNA (miRNA) biogenesis. The complex is composed of the double-stranded-RNA-specific RNase Drosha (also called RNASEN) and the RNA-binding protein DGCR8 (heme-free or heme-bound forms). Within the complex, DGCR8 function as a molecular anchor necessary for the recognition of pri-miRNA at dsRNA-ssRNA junction and directs RNASEN/Drosha to cleave the 3' and 5' strands of a stem-loop to release hairpin-shaped pre-miRNAs."	"DROSHA"
"GO:0070937"	3	"CRD-mediated mRNA stability complex"	"A protein complex that binds to, and promotes stabilization of, mRNA molecules containing the coding region instability determinant (CRD). In human, it may consist of IGF2BP1, HNRNPU, SYNCRIP/HNRNPQ, YBX1, and DHX9."	"CSDE1,DHX9,IGF2BP1"
"GO:0070938"	5	"contractile ring"	"A cytoskeletal structure composed of filamentous protein that forms beneath the membrane of many cells or organelles, in the plane of cell or organelle division. Ring contraction is associated with centripetal growth of the membrane that divides the cytoplasm of the two daughter cells or organelles."	"DAG1,KIF20B,PDXP,PRC1,UTRN"
