"id"	"geneNum"	"description"	"gene"
3700989	111	"Transcriptional Regulation by TP53"	"AKT2,AKT3,BRD1,BRPF1,CASP2,CCNA2,CCNB1,CCNT1,CCNT2,CDC25C,CDK1,CDK2,CDK9,CDKN1A,CENPJ,CHEK2,CHM,CNOT10,CNOT11,CNOT3,CNOT4,CNOT6,CNOT7,CNOT8,CRADD,CSNK2A1,CSNK2A2,CTDP1,DAXX,DDIT4,DYRK2,E2F8,ELL,ERCC3,GADD45A,GATAD2A,GLS2,GPI,GSR,GTF2H1,GTF2H4,GTF2H5,IGFBP3,ING5,JMY,LAMTOR1,LAMTOR3,LOC100682968,LOC478089,MAP2K6,MAPKAP1,MBD3,MDM4,MLST8,MNAT1,MTA2,MTOR,NELFA,NELFB,NPM1,PCNA,PHF20,PIDD1,PIN1,PIP4K2A,PIP4K2B,PLK2,PLK3,POLR2B,POLR2C,POLR2D,POLR2F,POLR2I,PRDX1,PRDX2,PRELID1,PRELID3A,PRKAA2,PRKAB1,PRKAB2,PRMT5,RABGGTA,RBBP4,RHEB,RPS27A,RPTOR,RRAGB,RRAGC,SESN1,SESN2,SESN3,SFN,SGK1,STEAP3,SUPT16H,SUPT4H1,SUPT5H,TCEA1,TIGAR,TNKS1BP1,TP53BP2,TRIAP1,TTC5,UBA52,UBB,UBC,USP2,USP7,YWHAB,YWHAH,YWHAZ"
3769402	14	"Deactivation of the beta-catenin transactivating complex"	"AKT2,CTNNB1,LEF1,LOC479600,RPS27A,SOX2,SOX3,TLE2,UBA52,UBB,UBC,XIAP,XPO1,YWHAZ"
3772470	4	"Negative regulation of TCF-dependent signaling by WNT ligand antagonists"	"DKK2,DKK4,LRP6,SOST"
3858494	72	"Beta-catenin independent WNT signaling"	"AP2B1,AP2S1,CAMK2A,CLTA,CLTB,CLTC,CTNNB1,DAAM1,DVL1,DVL2,FZD1,FZD3,FZD5,FZD6,GNAO1,GNB1,GNG10,GNG11,GNG12,GNG13,GNG7,GNG8,GNGT1,GNGT2,LEF1,MAP3K7,NLK,PARD6A,PDE6B,PDE6G,PLCB3,PPP3CA,PPP3CB,PRICKLE1,PRKCG,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RHOA,RPS27A,UBA52,UBB,UBC,WNT1,WNT11,WNT4,WNT5A,WNT5B"
3899300	16	"SUMOylation of transcription cofactors"	"BMI1,CBX8,DAXX,NPM1,PARK7,PHC2,PIAS1,PIAS3,PIAS4,RING1,SCMH1,SIN3A,SUMO1,SUMO2,TOPORS,UHRF2"
3928662	15	"EPHB-mediated forward signaling"	"ACTB,ARPC1B,EFNB1,EPHB1,EPHB2,EPHB4,FYN,GRIN2B,ITSN1,LOC403934,LYN,RASA1,RHOA,TIAM1,WASL"
3928663	9	"EPHA-mediated growth cone collapse"	"EFNA1,EFNA3,EFNA4,EPHA1,EPHA5,EPHA7,FYN,LYN,RHOA"
3928664	10	"Ephrin signaling"	"EFNB1,EPHB1,EPHB2,EPHB4,FYN,LOC482977,LOC607207,NCK2,PAK2,PAK3"
3928665	22	"EPH-ephrin mediated repulsion of cells"	"ACTB,AP2B1,AP2S1,APH1A,CLTA,CLTB,CLTC,EFNA1,EFNA3,EFNA4,EFNB1,EPHA1,EPHA5,EPHA7,EPHB1,EPHB2,EPHB4,FYN,LYN,PSEN1,PSENEN,TIAM1"
4085001	15	"Sialic acid metabolism"	"CMAS,NANP,NANS,NEU2,NEU3,SLC17A5,SLC35A1,ST3GAL1,ST3GAL2,ST3GAL5,ST3GAL6,ST6GAL1,ST6GALNAC4,ST8SIA1,ST8SIA2"
4085377	18	"SUMOylation of SUMOylation proteins"	"AAAS,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,PIAS4,RAE1,SEC13,SUMO1,TOPORS"
4086398	25	"Ca2+ pathway"	"CAMK2A,CTNNB1,FZD3,FZD5,FZD6,GNAO1,GNB1,GNG10,GNG11,GNG12,GNG13,GNG7,GNG8,GNGT1,GNGT2,LEF1,MAP3K7,NLK,PDE6B,PDE6G,PLCB3,PPP3CA,PPP3CB,WNT11,WNT5A"
4086400	52	"PCP/CE pathway"	"AP2B1,AP2S1,CLTA,CLTB,CLTC,DAAM1,DVL1,DVL2,FZD1,FZD3,FZD5,FZD6,PARD6A,PRICKLE1,PRKCG,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RHOA,RPS27A,UBA52,UBB,UBC,WNT1,WNT11,WNT4,WNT5A,WNT5B"
4090294	11	"SUMOylation of intracellular receptors"	"ESR1,NR1H4,NR3C1,NR3C2,PIAS1,PIAS3,PIAS4,PPARA,SUMO1,SUMO2,THRB"
4419969	5	"Depolymerisation of the Nuclear Lamina"	"CCNB1,CDK1,CNEP1R1,CTDNEP1,LPIN1"
4420097	38	"VEGFA-VEGFR2 Pathway"	"ACTB,AKT2,AKT3,CTNNA1,CTNNB1,CYBA,CYBB,ELMO1,FYN,HSPB1,JUP,KDR,LOC403934,MAPK13,MAPK14,MAPKAP1,MLST8,MTOR,NCF1,NCF2,NCF4,NCK1,NCK2,NRAS,PAK2,PAK3,PIK3CA,PIK3R1,PIK3R2,PRKCD,PRKCZ,PTK2B,RASA1,RHOA,SH2D2A,TRIB3,VAV1,VEGFA"
4551638	27	"SUMOylation of chromatin organization proteins"	"AAAS,BMI1,CBX8,H4-16,H4C8,H4C9,L3MBTL2,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,PHC2,PIAS1,RAE1,RING1,SCMH1,SEC13,SUMO1,SUMO2"
4570464	22	"SUMOylation of RNA binding proteins"	"AAAS,BMI1,CBX8,NDC1,NOP58,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,PHC2,RAE1,RING1,SCMH1,SEC13,SUMO1"
4608870	38	"Asymmetric localization of PCP proteins"	"DVL2,FZD1,FZD3,FZD5,PARD6A,PRICKLE1,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RPS27A,UBA52,UBB,UBC,WNT5A"
4615885	22	"SUMOylation of DNA replication proteins"	"AAAS,AURKB,CDCA8,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,PCNA,PIAS3,PIAS4,RAE1,SUMO1,SUMO2,TOP1"
4641257	34	"Degradation of AXIN"	"AXIN2,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RNF146,RPS27A,TNKS,UBA52,UBB,UBC"
4641258	33	"Degradation of DVL"	"DVL1,DVL2,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RPS27A,UBA52,UBB,UBC"
4641262	8	"Disassembly of the destruction complex and recruitment of AXIN to the membrane"	"CAV1,DVL1,DVL2,FZD1,FZD5,GSK3B,LRP6,WNT1"
4641263	12	"Regulation of FZD by ubiquitination"	"FZD5,FZD6,IGFALS,LRP6,RPS27A,RSPO1,RSPO2,UBA52,UBB,UBC,USP8,ZNRF3"
4641265	3	"Repression of WNT target genes"	"CTBP2,LEF1,TLE2"
4655427	1	"SUMOylation of DNA methylation proteins"	"SUMO1"
4755510	8	"SUMOylation of immune response proteins"	"IKBKE,NFKBIA,PIAS3,PIAS4,RELA,SUMO1,SUMO2,TOPORS"
4839726	88	"Chromatin organization"	"ACTL6B,ARID2,ARID4A,ARID4B,ATF2,BRD1,BRPF1,CDK4,EED,EZH2,GATAD2A,H2AC1,H2AC18,H2AC19,H2AC20,H2AC6,H2AC8,H2AJ,H2AW,H2AX,H2AZ2,H2BC11,H2BC13,H2BC14,H2BC15,H2BC3,H2BC4,H2BC5,H2BC6,H2BC8,H2BC9,H2BU1,H3C1,H3C13,H3C7,H4-16,H4C8,H4C9,HAT1,HDAC3,HDAC8,ING4,ING5,JADE1,JMJD6,KAT7,KAT8,KDM2A,KDM2B,KDM3A,KDM3B,KDM4A,KDM4C,KDM5A,KDM6A,KDM6B,LOC485121,MBD3,MSL1,MSL2,MSL3,MTA2,NCOA2,NSD1,OGT,PADI1,PADI3,PHF20,PRMT1,PRMT3,PRMT5,PRMT6,RBBP4,RELA,RIOX2,SAP18,SAP30,SETD2,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCD2,SMARCD3,SUV39H1,TBL1X,TBL1XR1,WDR5"
5099900	8	"WNT5A-dependent internalization of FZD4"	"AP2B1,AP2S1,CLTA,CLTB,CLTC,DVL2,PRKCG,WNT5A"
5140745	7	"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	"AP2B1,AP2S1,CLTA,CLTB,CLTC,FZD5,WNT5A"
5173105	50	"O-linked glycosylation"	"A4GNT,ADAMTS1,ADAMTS10,ADAMTS17,ADAMTS2,ADAMTS4,ADAMTS6,ADAMTS9,ADAMTSL1,ADAMTSL2,ADAMTSL4,B3GALNT2,B3GLCT,B3GNT3,B3GNT5,B3GNT7,B4GAT1,C1GALT1C1,CFP,DAG1,GALNT1,GALNT10,GALNT11,GALNT12,GALNT14,GALNT15,GALNT17,GALNT18,GALNT3,GALNT5,GALNT6,GCNT1,GCNT3,GCNT4,LARGE1,LOC102152620,LOC102156144,MUC1,MUC15,POMK,SBSPON,SEMA5A,SPON1,ST3GAL1,ST3GAL2,ST6GAL1,ST6GALNAC4,THBS1,THSD1,THSD7A"
5173214	18	"O-glycosylation of TSR domain-containing proteins"	"ADAMTS1,ADAMTS10,ADAMTS17,ADAMTS2,ADAMTS4,ADAMTS6,ADAMTS9,ADAMTSL1,ADAMTSL2,ADAMTSL4,B3GLCT,CFP,SBSPON,SEMA5A,SPON1,THBS1,THSD1,THSD7A"
5205647	14	"Mitophagy"	"ATG5,CSNK2A1,CSNK2A2,FUNDC1,MFN2,RPS27A,TOMM20,TOMM22,TOMM40,TOMM6,UBA52,UBB,UBC,ULK1"
5205685	10	"Pink/Parkin Mediated Mitophagy"	"ATG5,MFN2,RPS27A,TOMM20,TOMM22,TOMM40,TOMM6,UBA52,UBB,UBC"
5213460	13	"RIPK1-mediated regulated necrosis"	"BIRC2,BIRC3,CASP8,FAS,FASLG,RIPK1,RPS27A,TRADD,TRAF2,UBA52,UBB,UBC,XIAP"
5218859	13	"Regulated Necrosis"	"BIRC2,BIRC3,CASP8,FAS,FASLG,RIPK1,RPS27A,TRADD,TRAF2,UBA52,UBB,UBC,XIAP"
5218900	6	"CASP8 activity is inhibited"	"CASP8,FAS,FASLG,RIPK1,TRADD,TRAF2"
5218920	11	"VEGFR2 mediated vascular permeability"	"AKT2,AKT3,CTNNA1,CTNNB1,JUP,MAPKAP1,MLST8,MTOR,PAK2,PAK3,TRIB3"
5218921	6	"VEGFR2 mediated cell proliferation"	"KDR,NRAS,PRKCD,PRKCZ,RASA1,VEGFA"
5221030	1	"TET1,2,3 and TDG demethylate DNA"	"TDG"
5223345	15	"Miscellaneous transport and binding events"	"ADD3,AZGP1,CSN1S1,CSN3,CTNS,LRRC8A,LRRC8B,LRRC8C,LRRC8D,LRRC8E,MAGT1,NIPA2,NIPAL1,NIPAL3,PIP"
5250913	39	"Positive epigenetic regulation of rRNA expression"	"ACTB,ERCC6,GSK3B,H2AC18,H2AC19,H2AC20,H2AC6,H2AC8,H2AJ,H2AX,H2AZ2,H2BC11,H2BC13,H2BC14,H2BC15,H2BC3,H2BC4,H2BC5,H2BC6,H2BC8,H2BC9,H2BU1,H3-3A,H3-3B,H3C1,H3C13,H3C7,H4-16,H4C8,H4C9,MYO1C,POLR1B,POLR1C,POLR2F,SF3B1,SMARCA5,TAF1A,TAF1B,TBP"
5250924	39	"B-WICH complex positively regulates rRNA expression"	"ACTB,ERCC6,GSK3B,H2AC18,H2AC19,H2AC20,H2AC6,H2AC8,H2AJ,H2AX,H2AZ2,H2BC11,H2BC13,H2BC14,H2BC15,H2BC3,H2BC4,H2BC5,H2BC6,H2BC8,H2BC9,H2BU1,H3-3A,H3-3B,H3C1,H3C13,H3C7,H4-16,H4C8,H4C9,MYO1C,POLR1B,POLR1C,POLR2F,SF3B1,SMARCA5,TAF1A,TAF1B,TBP"
5250941	29	"Negative epigenetic regulation of rRNA expression"	"H2AC18,H2AC19,H2AC20,H2AC6,H2AC8,H2AJ,H2AX,H2AZ2,H2BC11,H2BC13,H2BC14,H2BC15,H2BC3,H2BC4,H2BC5,H2BC6,H2BC8,H2BC9,H2BU1,H3-3A,H3-3B,H3C1,H3C13,H3C7,H4-16,H4C8,H4C9,SIRT1,SUV39H1"
5357769	8	"Caspase activation via extrinsic apoptotic signalling pathway"	"APPL1,CASP3,CASP8,FAS,FASLG,RIPK1,TRADD,TRAF2"
5357786	11	"TNFR1-induced proapoptotic signaling"	"CYLD,OTUD7B,RIPK1,TNF,TNFAIP3,TNFRSF1A,TRADD,TRAF2,USP2,USP21,USP4"
5357801	51	"Programmed Cell Death"	"ACIN1,APPL1,BCL2L1,BCL2L11,BIRC2,BIRC3,BMX,CASP3,CASP6,CASP7,CASP8,CDH1,CLSPN,CTNNB1,DBNL,DFFB,DIABLO,DNM1L,DSG3,DYNLL1,FAS,FASLG,FNTA,GAS2,GZMB,HMGB1,HMGB2,KPNA1,KPNB1,NMT1,OMA1,PKP1,PLEC,PMAIP1,PRKCD,PRKCQ,RIPK1,RPS27A,SEPTIN4,SFN,STK26,TRADD,TRAF2,UBA52,UBB,UBC,VIM,XIAP,YWHAB,YWHAH,YWHAZ"
5357905	28	"Regulation of TNFR1 signaling"	"BIRC2,BIRC3,CASP8,CHUK,CLIP3,CLIP4,CYLD,IKBKB,MADD,OTUD7B,OTULIN,RACK1,RBCK1,RIPK1,RNF31,RPS27A,TNF,TNFAIP3,TNFRSF1A,TRADD,TRAF2,UBA52,UBB,UBC,USP2,USP21,USP4,XIAP"
5357956	26	"TNFR1-induced NFkappaB signaling pathway"	"BIRC2,BIRC3,CHUK,CYLD,IKBKB,MAP3K7,OTUD7B,RACK1,RBCK1,RIPK1,RNF31,RPS27A,TAB2,TAB3,TNF,TNFAIP3,TNFRSF1A,TRADD,TRAF2,UBA52,UBB,UBC,USP2,USP21,USP4,XIAP"
5358346	38	"Hedgehog ligand biogenesis"	"DERL2,DISP2,HHAT,OS9,P4HB,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RPS27A,SEL1L,SHH,UBA52,UBB,UBC"
5358351	73	"Signaling by Hedgehog"	"ADCY2,ADCY8,CDC73,CDON,CSNK1A1,DERL2,DISP2,EFCAB7,EVC,FUZ,GAS1,GLI1,GLI3,GPR161,GRK2,GSK3B,HHAT,IFT172,IFT52,IFT57,IFT88,INTU,LOC478702,MKS1,OS9,P4HB,PRKAR2A,PRKAR2B,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RPS27A,SEL1L,SHH,SMO,SPOP,SPOPL,SUFU,TTC21B,TUBA4A,TUBB3,TUBB4A,TUBB4B,TUBB6,TULP3,UBA52,UBB,UBC,ULK3"
5358493	4	"Synthesis of diphthamide-EEF2"	"DPH2,DPH3,DPH5,EEF2"
5358508	7	"Mismatch Repair"	"EXO1,MLH1,MSH2,PCNA,POLD2,POLD3,RPA1"
5358565	7	"Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)"	"EXO1,MLH1,MSH2,PCNA,POLD2,POLD3,RPA1"
5358606	4	"Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)"	"MSH2,POLD2,POLD3,RPA1"
5362517	21	"Signaling by Retinoic Acid"	"ADH4,AKR1C3,ALDH1A2,ALDH1A3,ALDH8A1,CPT1A,CPT1B,DHRS3,DHRS4,DHRS9,LOC100856533,PPARD,RARG,RDH10,RDH11,RDH13,RDH14,RDH16,RDH5,RXRG,SDR16C5"
5362798	2	"Release of Hh-Np from the secreting cell"	"DISP2,SHH"
5365859	16	"RA biosynthesis pathway"	"ADH4,AKR1C3,ALDH1A2,ALDH1A3,ALDH8A1,DHRS3,DHRS4,DHRS9,LOC100856533,RDH10,RDH11,RDH13,RDH14,RDH16,RDH5,SDR16C5"
5368287	50	"Mitochondrial translation"	"CHCHD1,DAP3,ERAL1,GADD45GIP1,GFM2,MRPL1,MRPL11,MRPL14,MRPL16,MRPL18,MRPL19,MRPL2,MRPL20,MRPL23,MRPL3,MRPL30,MRPL32,MRPL35,MRPL37,MRPL39,MRPL4,MRPL41,MRPL44,MRPL47,MRPL49,MRPL50,MRPL51,MRPL54,MRPL55,MRPS11,MRPS12,MRPS14,MRPS16,MRPS18B,MRPS21,MRPS23,MRPS25,MRPS26,MRPS28,MRPS30,MRPS31,MRPS33,MRPS34,MRPS35,MRPS5,MRPS7,MRPS9,MRRF,OXA1L,PTCD3"
5389840	48	"Mitochondrial translation elongation"	"CHCHD1,DAP3,ERAL1,GADD45GIP1,MRPL1,MRPL11,MRPL14,MRPL16,MRPL18,MRPL19,MRPL2,MRPL20,MRPL23,MRPL3,MRPL30,MRPL32,MRPL35,MRPL37,MRPL39,MRPL4,MRPL41,MRPL44,MRPL47,MRPL49,MRPL50,MRPL51,MRPL54,MRPL55,MRPS11,MRPS12,MRPS14,MRPS16,MRPS18B,MRPS21,MRPS23,MRPS25,MRPS26,MRPS28,MRPS30,MRPS31,MRPS33,MRPS34,MRPS35,MRPS5,MRPS7,MRPS9,OXA1L,PTCD3"
5419276	50	"Mitochondrial translation termination"	"CHCHD1,DAP3,ERAL1,GADD45GIP1,GFM2,MRPL1,MRPL11,MRPL14,MRPL16,MRPL18,MRPL19,MRPL2,MRPL20,MRPL23,MRPL3,MRPL30,MRPL32,MRPL35,MRPL37,MRPL39,MRPL4,MRPL41,MRPL44,MRPL47,MRPL49,MRPL50,MRPL51,MRPL54,MRPL55,MRPS11,MRPS12,MRPS14,MRPS16,MRPS18B,MRPS21,MRPS23,MRPS25,MRPS26,MRPS28,MRPS30,MRPS31,MRPS33,MRPS34,MRPS35,MRPS5,MRPS7,MRPS9,MRRF,OXA1L,PTCD3"
5423646	7	"Aflatoxin activation and detoxification"	"AKR7A2,CYP3A4,DPEP1,GGT6,GGT7,LOC476602,MGST1"
5576886	9	"Phase 4 - resting membrane potential"	"KCNJ12,KCNJ2,KCNJ4,KCNK10,KCNK12,KCNK18,KCNK2,KCNK6,KCNK7"
5576890	3	"Phase 3 - rapid repolarisation"	"KCNE1,KCNE2,KCNE3"
5576891	46	"Cardiac conduction"	"ATP1A3,ATP1A4,ATP1B2,ATP2A1,ATP2A2,ATP2B1,ATP2B2,ATP2B4,CACNA1D,CACNA1S,CACNB2,CACNB3,CACNG1,CACNG2,CACNG5,CACNG7,CAMK2A,DMPK,FXYD2,FXYD3,FXYD4,ITPR1,ITPR2,KCND1,KCND3,KCNE1,KCNE2,KCNE3,KCNJ12,KCNJ2,KCNJ4,KCNK10,KCNK12,KCNK18,KCNK2,KCNK6,KCNK7,NOS1,NPPA,NPPC,NPR1,PLN,SLC8A1,STIM1,TNNI3,TRPC1"
5576892	8	"Phase 0 - rapid depolarisation"	"CACNA1D,CACNA1S,CACNB2,CACNB3,CACNG1,CACNG2,CACNG5,CACNG7"
5576893	11	"Phase 2 - plateau phase"	"CACNA1D,CACNA1S,CACNB2,CACNB3,CACNG1,CACNG2,CACNG5,CACNG7,KCNE1,KCNE2,KCNE3"
5576894	2	"Phase 1 - inactivation of fast Na+ channels"	"KCND1,KCND3"
5578749	48	"Transcriptional regulation by small RNAs"	"AAAS,AGO1,H2AC18,H2AC19,H2AC20,H2AC6,H2AC8,H2AJ,H2AX,H2AZ2,H2BC11,H2BC13,H2BC14,H2BC15,H2BC3,H2BC4,H2BC5,H2BC6,H2BC8,H2BC9,H2BU1,H3-3A,H3-3B,H3C1,H3C13,H3C7,H4-16,H4C8,H4C9,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,POLR2B,POLR2C,POLR2D,POLR2F,POLR2I,RAE1,SEC13"
5578768	3	"Physiological factors"	"NPPA,NPPC,NPR1"
5578775	21	"Ion homeostasis"	"ATP1A3,ATP1A4,ATP1B2,ATP2A1,ATP2A2,ATP2B1,ATP2B2,ATP2B4,CAMK2A,DMPK,FXYD2,FXYD3,FXYD4,ITPR1,ITPR2,NOS1,PLN,SLC8A1,STIM1,TNNI3,TRPC1"
5607761	35	"Dectin-1 mediated noncanonical NF-kB signaling"	"CHUK,CUL1,FBXW11,MAP3K14,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RPS27A,UBA52,UBB,UBC"
5607763	3	"CLEC7A (Dectin-1) induces NFAT activation"	"NFATC3,PPP3CA,PPP3CB"
5607764	49	"CLEC7A (Dectin-1) signaling"	"BCL10,CARD11,CARD9,CASP8,CHUK,CLEC7A,CUL1,FBXW11,IKBKB,MAP3K14,MAP3K7,NFATC3,PLCG2,PPP3CA,PPP3CB,PRKCD,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,RPS27A,TAB2,TAB3,UBA52,UBB,UBC"
5610780	29	"Degradation of GLI1 by the proteasome"	"GLI1,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,SUFU"
5610785	31	"GLI3 is processed to GLI3R by the proteasome"	"CSNK1A1,GLI3,GSK3B,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,SUFU"
5610787	53	"Hedgehog 'off' state"	"ADCY2,ADCY8,CSNK1A1,FUZ,GLI1,GLI3,GPR161,GSK3B,IFT172,IFT52,IFT57,IFT88,INTU,LOC478702,MKS1,PRKAR2A,PRKAR2B,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,SMO,SUFU,TTC21B,TUBA4A,TUBB3,TUBB4A,TUBB4B,TUBB6,TULP3"
5617833	87	"Cilium Assembly"	"ACTR1A,AHI1,ARF4,ARL13B,ASAP1,ATAT1,BBS1,BBS7,CC2D2A,CCP110,CDK1,CDK5RAP2,CENPJ,CEP41,CEP57,CEP63,CEP76,CEP83,CEP97,CETN2,CKAP5,CNGA2,CNGA4,DCTN2,DCTN3,DYNC1H1,DYNC1I2,DYNC2LI1,DYNLL1,DYNLRB1,EXOC1,EXOC2,EXOC4,EXOC5,EXOC8,FBF1,GBF1,HAUS2,HAUS3,HAUS6,HAUS7,HAUS8,HSPB11,IFT172,IFT20,IFT43,IFT46,IFT52,IFT57,IFT74,IFT88,INPP5E,IQCB1,KIF24,KIF3B,KIF3C,LOC477570,LOC478702,LOC608051,LZTFL1,MCHR1,MKS1,NEK2,PAFAH1B1,PDE6D,PPP2R1A,PRKAR2B,RAB11A,RAB8A,RP2,SFI1,SMO,SSTR3,TCTN2,TCTN3,TMEM67,TRIP11,TTBK2,TTC21B,TTC26,TTC30B,TUBA4A,TUBB,TUBB3,TUBB4A,TUBB4B,TUBB6"
5620912	44	"Anchoring of the basal body to the plasma membrane"	"ACTR1A,AHI1,CC2D2A,CCP110,CDK1,CDK5RAP2,CENPJ,CEP41,CEP57,CEP63,CEP76,CEP83,CEP97,CETN2,CKAP5,DCTN2,DCTN3,DYNC1H1,DYNC1I2,DYNLL1,FBF1,HAUS2,HAUS3,HAUS6,HAUS7,HAUS8,IQCB1,KIF24,MKS1,NEK2,PAFAH1B1,PPP2R1A,PRKAR2B,RAB11A,RAB8A,SFI1,TCTN2,TCTN3,TMEM67,TTBK2,TUBA4A,TUBB,TUBB4A,TUBB4B"
5620916	12	"VxPx cargo-targeting to cilium"	"ARF4,ASAP1,CNGA2,CNGA4,EXOC1,EXOC2,EXOC4,EXOC5,EXOC8,GBF1,RAB11A,RAB8A"
5620920	22	"Cargo trafficking to the periciliary membrane"	"ARF4,ARL13B,ASAP1,BBS1,BBS7,CNGA2,CNGA4,EXOC1,EXOC2,EXOC4,EXOC5,EXOC8,GBF1,INPP5E,LZTFL1,MCHR1,PDE6D,RAB11A,RAB8A,RP2,SMO,SSTR3"
5620922	6	"BBSome-mediated cargo-targeting to cilium"	"BBS1,BBS7,LZTFL1,MCHR1,SMO,SSTR3"
5620924	24	"Intraflagellar transport"	"DYNC2LI1,DYNLL1,DYNLRB1,HSPB11,IFT172,IFT20,IFT43,IFT46,IFT52,IFT57,IFT74,IFT88,KIF3B,KIF3C,LOC478702,TRIP11,TTC21B,TTC26,TTC30B,TUBA4A,TUBB3,TUBB4A,TUBB4B,TUBB6"
5621480	5	"Dectin-2 family"	"FYN,LOC611536,LOC611538,LYN,PLCG2"
