"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0045499"	8	"chemorepellent activity"	"Providing the environmental signal that initiates the directed movement of a motile cell or organism towards a lower concentration of that signal."	"APOA1,DPP4,EFNA5,EPHA7,FLRT2,FLRT3,NRG1,NRG3"
"GO:0045503"	1	"dynein light chain binding"	"Interacting selectively and non-covalently with a light chain of the dynein complex."	"HOOK3"
"GO:0045504"	4	"dynein heavy chain binding"	"Interacting selectively and non-covalently with a heavy chain of the dynein complex."	"DNAL1,DNALI1,DYNC1LI1,DYNC2LI1"
"GO:0045505"	5	"dynein intermediate chain binding"	"Interacting selectively and non-covalently with an intermediate chain of the dynein complex."	"A0A5F4C648,DNAAF5,DNAAF6,HOOK3,HTT"
"GO:0045513"	1	"interleukin-27 binding"	"Interacting selectively and non-covalently with interleukin-27."	"IL12A"
"GO:0045515"	1	"interleukin-18 receptor binding"	"Interacting selectively and non-covalently with the interleukin-18 receptor."	"IL18"
"GO:0045517"	1	"interleukin-20 receptor binding"	"Interacting selectively and non-covalently with the interleukin-20 receptor."	"IL20"
"GO:0045518"	1	"interleukin-22 receptor binding"	"Interacting selectively and non-covalently with the interleukin-22 receptor."	"IL20"
"GO:0045519"	2	"interleukin-23 receptor binding"	"Interacting selectively and non-covalently with the interleukin-23 receptor."	"IL12B,IL23A"
"GO:0045523"	1	"interleukin-27 receptor binding"	"Interacting selectively and non-covalently with the interleukin-27 receptor."	"IL27"
"GO:0045545"	2	"syndecan binding"	"Interacting selectively and non-covalently with syndecan, an integral membrane proteoglycan (250-300 kDa) associated largely with epithelial cells."	"GPNMB,HPSE"
"GO:0045569"	1	"TRAIL binding"	"Interacting selectively and non-covalently with TRAIL (TNF-related apoptosis inducing ligand), a member of the tumor necrosis factor ligand family that rapidly induces apoptosis in a variety of transformed cell lines."	"TNFSF10"
"GO:0046316"	1	"gluconokinase activity"	"Catalysis of the reaction: D-gluconate + ATP = 6-phospho-D-gluconate + ADP + 2 H(+)."	"IDNK"
"GO:0046332"	27	"SMAD binding"	"Interacting selectively and non-covalently with a SMAD signaling protein."	"ACVR1,ACVRL1,BMP2,BMPR1B,CITED2,COL1A2,CREB3L1,DAB2,FERMT2,IPO7,MEF2A,PML,PURA,RANBP3L,SKIL,SMURF2,SNW1,STUB1,TCF12,TGFBR2,TGFBR3,TGFBRAP1,TOB1,USP15,YY1,ZBTB7A,ZMIZ1"
"GO:0046403"	1	"polynucleotide 3'-phosphatase activity"	"Catalysis of the reaction: 3'-phosphopolynucleotide + H2O = a polynucleotide + phosphate. Hydrolyzes the free 3'-phosphate resulting from single strand breaks in DNA due to oxidative damage."	"PNKP"
"GO:0046404"	2	"ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity"	"Catalysis of the reaction: ATP + 5'-dephospho-DNA = ADP + 5'-phospho-DNA."	"CLP1,PNKP"
"GO:0046525"	1	"xylosylprotein 4-beta-galactosyltransferase activity"	"Catalysis of the reaction: UDP-galactose + O-beta-D-xylosylprotein = UDP + 4-beta-D-galactosyl-O-beta-D-xylosylprotein."	"B4GALT7"
"GO:0046527"	2	"glucosyltransferase activity"	"Catalysis of the transfer of a glucosyl group to an acceptor molecule, typically another carbohydrate or a lipid."	"GBA,GBA2"
"GO:0046539"	1	"histamine N-methyltransferase activity"	"Catalysis of the reaction: S-adenosyl-L-methionine(1+) + histamine = N(tau)-methylhistamine + S-adenosyl-L-homocysteine + H(+)."	"HNMT"
"GO:0046556"	2	"alpha-L-arabinofuranosidase activity"	"Catalysis of the hydrolysis of terminal non-reducing alpha-L-arabinofuranoside residues in alpha-L-arabinosides."	"OTOG,OTOGL"
"GO:0046570"	1	"methylthioribulose 1-phosphate dehydratase activity"	"Catalysis of the reaction: S-methyl-5-thio-D-ribulose 1-phosphate = 5-(methylthio)-2,3-dioxopentyl phosphate + H(2)O."	"APIP"
"GO:0046623"	1	"sphingolipid-translocating ATPase activity"	"Catalysis of the movement of sphingolipids from one membrane face to the other ('flippase' activity), driven by the hydrolysis of ATP."	"ABCA1"
"GO:0046624"	1	"sphingolipid transporter activity"	"Enables the directed movement of sphingolipids into, out of or within a cell, or between cells. Sphingolipids are a class of lipids containing the long-chain amine diol sphingosine or a closely related base (a sphingoid)."	"MFSD2B"
"GO:0046625"	2	"sphingolipid binding"	"Interacting selectively and non-covalently with sphingolipids, a class of lipids containing the long-chain amine diol sphingosine or a closely related base (a sphingoid)."	"PHB2,TRAF2"
"GO:0046659"	1	"digestive hormone activity"	"The action characteristic of a hormone that takes part in the digestion process."	"SCT"
"GO:0046715"	1	"active borate transmembrane transporter activity"	"Enables the transport of borate across a membrane against the concentration gradient."	"SLC4A11"
"GO:0046790"	3	"virion binding"	"Interacting selectively and non-covalently with a virion, either by binding to components of the capsid or the viral envelope."	"HIPK2,PTX3,TSG101"
"GO:0046870"	1	"cadmium ion binding"	"Interacting selectively and non-covalently with cadmium (Cd) ions."	"MT3"
"GO:0046872"	1238	"metal ion binding"	"Interacting selectively and non-covalently with any metal ion."	"A0A5F4BNN7,A0A5F4BRV5,A0A5F4BTC0,A0A5F4BW03,A0A5F4BWW4,A0A5F4BZ63,A0A5F4BZB2,A0A5F4C0C9,A0A5F4C261,A0A5F4C6L5,A0A5F4C6P5,A0A5F4C6W2,A0A5F4C8C3,A0A5F4C972,A0A5F4CBA2,A0A5F4CDP7,A0A5F4CDU0,A0A5F4CDY7,A0A5F4CE92,A0A5F4CF18,A0A5F4CJJ6,A0A5F4CME2,A0A5F4CQT8,A0A5F4CT83,A0A5F4CTD9,A0A5F4CUF9,A0A5F4CVQ1,A0A5F4CWQ0,A0A5F4D3R2,A0A5F4D616,A0A5F4D6B7,A0A5F4DA28,A0A5F4DBA6,A0A5F4DBB0,A0A5F4DC91,A0A5F4DCC1,A0A5F4DEJ7,A0A5F4DF35,A0A5F4DHN6,A0A5F4DIU9,ABLIM1,ABLIM2,ABLIM3,ACACA,ACACB,ACAP1,ACAP2,ACAP3,ACE2,ACLY,ACO1,ACO2,ACP7,ACVR1,ACVR2A,ACVR2B,ADAMTS10,ADAMTS14,ADAMTS15,ADAMTS16,ADAMTS17,ADAMTS18,ADAMTS4,ADAMTS5,ADAMTS6,ADAMTS7,ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADHFE1,ADO,AFP,AGAP1,AGAP3,AGMAT,AIFM3,AJUBA,AKAP8,ALB,ALKBH5,ALOXE3,AMFR,AMHR2,AMPD1,AMPD3,ANGPT2,ANKFY1,ANKIB1,ANKZF1,ANTXR1,ANTXR2,APEX1,APP,APTX,ARG2,ARHGEF2,ARIH1,ARIH2,ARMC1,ARMT1,ARSG,ARSH,ARSI,ARSK,ASAP1,ASAP2,ASH1L,ASPA,ASXL1,ASXL2,ASXL3,ATOX1,ATP12A,ATP13A1,ATP13A2,ATP13A3,ATP13A4,ATP13A5,ATP1A1,ATP1A3,ATP23,ATP2A2,ATP2A3,ATP2B1,ATP2B2,ATP2B3,ATP2B4,ATP2C1,ATP2C2,ATRX,B3GAT1,B3GAT2,B3GAT3,B4GAT1,BAZ1A,BAZ1B,BAZ2A,BAZ2B,BCO1,BCO2,BFAR,BIRC3,BIRC4,BIRC7,BMI1,BMX,BPNT1,BPTF,BRCC3,BRD1,BRF2,BRPF1,BRPF3,BSN,BTK,C15H12orf50,C1GALT1,CACNA1A,CACNA1C,CACNA1D,CACNA1E,CACNA1F,CACNA1S,CADPS,CADPS2,CAPN15,CARNS1,CARS1,CARS2,CAT,CBFA2T2,CBFA2T3,CBLL1,CCNB1IP1,CDIP1,CDK5RAP1,CDKAL1,CELA1,CENPV,CGRRF1,CHD3,CHD4,CHD5,CHFR,CHN1,CHN2,CHORDC1,CIAPIN1,CISD2,CISD3,CIT,CLCA1,CLCA2,CLCA4,CNDP1,CNDP2,CNOT4,CNOT6,CNOT6L,COL1A1,COL1A2,COL2A1,COL3A1,COL5A2,COP1,COPS5,COQ7,COX5A,COX5B,CPEB1,CPS1,CRBN,CRIP2,CRIP3,CRYAA,CRYAB,CSRP1,CSRP3,CUL9,CYB561,CYB561A3,cyb5A,CYB5R4,CYBRD1,CYC1,CYCS,DBN1,DCLRE1A,DCST1,DDAH1,DDHD1,DDHD2,DGKD,DGKH,DGKK,DHX57,DIDO1,DMRT1,DMRT3,DMRTA1,DMRTC1B,DMRTC2,DNA2,DNAJA1,DNAJA2,DNAJA3,DNAJA4,DNMT3A,DNMT3B,DNTT,DPAGT1,DPEP2,DPEP3,DPF2,DPH3,DPP3,DPYD,DTX3,DTX3L,DUS3L,DXO,DZANK1,DZIP3,E2RFL5,E2RGA7,EBF1,EBF2,EBF3,EBF4,ECE2,ECEL1,EEA1,EGR2,EGR3,ELAC1,ELOF1,ELP3,ENDOG,ENDOU,ENPP1,ENPP4,ERCC5,ESCO2,ETFDH,EWSR1,EXO1,EXOG,EXT1,EYA1,EYA3,EYA4,F13A1,F1P7D7,F1P7L1,F1PDB3,F1PJS8,F1PNJ5,F1PT19,FAH,FAN1,FANCL,FBLIM1,FBP1,FBP2,FBXO43,FBXO5,FER1L4,FER1L6,FGD1,FGD2,FGD3,FGD4,FGD5,FGD6,FGG,FHL1,FHL2,FHL3,FHL5,FOXP2,FOXP3,FOXP4,FPGS,FTO,FUS,FYCO1,G2E3,GALNS,GBGT1,GET3,GFI1,GH1,GIT1,GIT2,GLI1,GLI3,GLIS1,GLIS3,GLRX3,GLUL,GMEB1,GMEB2,GMPR,GMPR2,GNA11,GNAI2,GNAQ,GNAS,GNAT1,GNS,GPATCH8,GTPBP6,GTPBP8,GTSF1,GTSF1L,GTSF2,GUCY1B1,HAGHL,HARBI1,HBB,HBM,HCCS,HDAC1,HDAC3,HDAC5,HDAC7,HDAC8,HDAC9,HECTD1,HELZ,HELZ2,HENMT1,HGD,HGS,HMOX1,HMOX2,HPD,HPDL,HPRT1,IDO1,IDO2,IDS,IKBKG,ILKAP,IMPA2,IMPDH1,IMPDH2,ING1,ING2,ING3,ING4,ING5,INPP1,INTS12,IREB2,IRF2BP1,ISL1,ITGA1,ITGA10,ITGA11,ITGA2,ITGAE,ITGAL,ITGAM,ITGB2,ITK,ITPA,J9NRL4,J9NTD3,J9NTI9,J9NTN5,J9NU42,J9NVC9,J9NVU8,J9NYL2,J9P0D6,J9P0N4,J9P1K6,J9P2G3,J9P2P0,J9P394,J9P3J9,J9P4E3,J9P5X7,J9P754,J9P7G2,J9P921,J9PAS9,JADE1,JADE2,JADE3,KAT6B,KCND2,KCNMA1,KDM5C,KDM5D,KDM6B,KEL,KIT,KMT2C,KMT2D,KMT2E,KMT5B,L7N060,L7N0A1,L7N0K9,LACC1,LASP1,LDB3,LHX1,LHX2,LHX3,LHX4,LHX5,LHX6,LHX8,LHX9,LIAS,LIMA1,LIMD1,LIMD2,LIMK1,LIMK2,LIMS1,LIMS2,LIPC,LIPG,LIPH,LIPI,LITAFD,LMAN2,LMLN,LMLN2,LMO1,LMO2,LMO3,LMO4,LMO7,LMX1A,LMX1B,LNPK,LNX1,LNX2,LOC100682654,LOC100684696,LOC100684878,LOC100685462,LOC100685589,LOC100686484,LOC100686571,LOC100688087,LOC100856208,LOC100856461,LOC100856560,LOC100856570,LOC102152670,LOC102152916,LOC102153485,LOC102154391,LOC102155960,LOC102156157,LOC102157134,LOC106558999,LOC106559035,LOC111089988,LOC111090444,LOC111092125,LOC111098992,LOC477391,LOC479708,LOC479758,LOC480825,LOC481675,LOC482938,LOC484145,LOC484341,LOC484365,LOC484540,LOC484590,LOC484933,LOC484969,LOC485566,LOC487740,LOC488779,LOC491462,LOC491808,LOC606925,LOC607276,LOC609402,LOC612517,LONRF1,LONRF2,LONRF3,LPP,LPXN,LYAR,MAEA,MAN2A1,MAN2A2,MAN2B1,MAN2B2,MAN2C1,MAP2K2,MAP3K13,MAP3K15,MAT1A,MAT2A,MB,MBNL1,MBNL2,MBNL3,MCCC1,MCM10,MCM2,MDM2,MDM4,ME2,ME3,METAP1,METAP1D,METAP2,MEX3A,MEX3B,MEX3C,MEX3D,MFNG,MGMT,MGRN1,MICAL1,MICAL2,MICAL3,MICALL1,MICALL2,MIPEP,MIS18A,MKRN1,MKRN2,MKRN3,MLLT10,MLLT6,MMEL1,MMUT,MNAT1,MOCS1,MOCS3,MT-CO1,MT-CYB,MT1E,MT2A,MTF2,MTHFS,MTMR3,MTMR4,MUL1,MUTYH,MYLIP,MYLK,MYO9A,MYO9B,MYOC,MYOF,NAXE,NDUFS7,NDUFV1,NDUFV2,NEURL1,NEURL1B,NEURL3,NFS1,NGB,NHLRC1,NKD2,NLN,NME1,NME2,NME7,NOB1,NOS1,NOS2,NOS3,NPLOC4,NRAP,NRDC,NRP1,NRP2,NRXN1,NRXN3,NSD2,NSD3,NSF,NSMCE1,NT5C2,NT5DC1,NT5DC2,NT5DC3,NTHL1,NUBP1,NUBP2,NUDT1,NUDT12,NUDT13,NUDT14,NUDT17,NUDT22,NUP153,OBI1,OIP5,OMA1,OPTN,OSGEP,OSGEPL1,OVOL1,OVOL2,OVOL3,P06871,P81708,PAN2,PAN3,PANK4,PAPOLA,PAPOLG,PARN,PARP12,PC,PCCA,PCGF1,PCGF2,PCGF3,PCGF5,PCGF6,PCLO,PDE10A,PDE11A,PDE1A,PDE1B,PDE1C,PDE3A,PDE3B,PDE4A,PDE4B,PDE4C,PDE4D,PDE5A,PDE6A,PDE6B,PDE6C,PDE7A,PDE7B,PDE8A,PDE8B,PDE9A,PDLIM1,PDLIM2,PDLIM3,PDLIM4,PDLIM5,PDP1,PDP2,PEX10,PFAS,PFKL,PFKM,PFKP,PGM2L1,PHEX,PHF1,PHF10,PHF12,PHF13,PHF14,PHF20,PHF20L1,PHF21A,PHF21B,PHF23,PHF24,PHF3,PHF6,PHF7,PHOSPHO1,PHOSPHO2,PHRF1,PIR,PJA2,PLA1A,PLAG1,PLAGL2,PLD6,PLEKHF1,PMPCA,PMPCB,PNLIP,PNLIPRP3,POLA1,POLB,POLD1,POLK,POLL,POLR2A,POLR2B,POLR3B,PON2,POSTN,PPAT,PPM1D,PPM1E,PPM1F,PPM1G,PPM1K,PPM1L,PPP1CA,PPP1CB,PPP1CC,PPP1R10,PPP2R3C,PPP3CA,PPP3CC,PPTC7,PRDM1,PRDM10,PRDM12,PRDM5,PRIM2,PRKAA2,PRKCD,PRKD1,PRKD3,PRKN,PRLR,PRR3,PRTFDC1,PRUNE1,PTGS1,PTGS2,PTS,PXN,PYGO1,PYGO2,QTRT1,QTRT2,RABGGTB,RAD18,RAD50,RAI1,RANBP2,RAPSN,RASA2,RASA3,RASA4B,RASAL1,RBAK,RBCK1,RBKS,RBM10,RBM22,RBM26,RBM27,RBM5,RBSN,RC3H2,RELN,RFESD,RFPL4A,RFPL4B,RFWD3,RHO,RIMKLA,RIMKLB,RIMS2,RING1,RIOK1,RIOK2,RIOK3,RLIM,RMND5A,RMND5B,RNASEH2A,RNF10,RNF103,RNF11,RNF111,RNF112,RNF113A,RNF114,RNF121,RNF122,RNF123,RNF128,RNF13,RNF130,RNF135,RNF138,RNF14,RNF141,RNF144A,RNF144B,RNF150,RNF152,RNF157,RNF166,RNF169,RNF17,RNF170,RNF175,RNF180,RNF181,RNF186,RNF19A,RNF19B,RNF20,RNF208,RNF212,RNF213,RNF214,RNF215,RNF216,RNF220,RNF222,RNF224,RNF225,RNF25,RNF32,RNF38,RNF39,RNF40,RNF43,RNF44,RNF5,RNF6,RNF8,RNFT1,ROCK1,RPA1,RPAIN,RPAP2,RPE65,RPH3A,RPH3AL,RPL37,RPS27,RPS27A,RPS27L,RSAD1,RSAD2,RSBN1,RSBN1L,RSF1,RSPRY1,RTCB,RTEL1,RUFY1,RUFY2,RUFY3,RUFY4,RYBP,SAP30,SAP30L,SCAF11,SCEL,SCNM1,SDHB,SDHC,SDHD,SEC23IP,SELENOO,SFTPA1,SH3RF1,SH3RF2,SH3RF3,SHARPIN,SHPRH,SIAH3,SIVA1,SLC1A6,SLC6A4,SLC8A1,SLC8A2,SLC8A3,SLX1A,SLX4,SMAD1,SMAD2,SMAD4,SMAD5,SMAD6,SMAD7,SMAD9,SNN,SNRNP48,SOD2,SP100,SP110,SP140,SPO11,SPON1,SPRTN,STIM1,STT3A,STT3B,SUZ12,SYVN1,TAF15,TAF1B,TAF3,TCF19,TCF20,TDO2,TEC,TERT,TESK1,TEX13B,TGFB1I1,TGFBR2,TGM1,TGM3,TGM5,TGM6,TGM7,THAP10,THAP12,THAP3,THAP4,THAP6,THAP7,THAP8,THAP9,THOP1,TIMP1,TIMP3,TIMP4,TIPARP,TKTL1,TNNI3,TOE1,TOP2B,TOPAZ1,TOPORS,TP63,TP73,TPP1,TRABD2A,TRABD2B,TRAIP,TRIM25,TRIM69,TRIM8,TRIML1,TRIP6,TRMT1,TRMT13,TRMT44,TRPM7,TRPV1,TSHZ1,TSHZ2,TSHZ3,TTC3,TYR,U2AF1,U2AF1L4,UBOX5,UHRF2,UIMC1,UNC13A,UNK,UNKL,UQCRC1,UQCRC2,UQCRFS1,VAV1,VAV2,VAV3,VPS11,VPS18,VPS41,VPS8,WDFY1,WDFY2,WDFY3,WT1,XPA,XPNPEP2,XYLT1,YAF2,YBEY,YDJC,YJU2,YOD1,YPEL2,YPEL3,YPEL4,ZBED1,ZBED2,ZBED4,ZBED5,ZBTB22,ZBTB8OS,ZC3H11A,ZC3H12A,ZC3H12B,ZC3H12C,ZC3H12D,ZC3H13,ZC3H14,ZC3H15,ZC3H3,ZC3H4,ZC3H6,ZC3H7A,ZC3H7B,ZC3H8,ZC3HAV1,ZC3HAV1L,ZFP1,ZFP14,ZFP28,ZFP30,ZFP36,ZFP36L1,ZFP36L2,ZFP37,ZFP69B,ZFP82,ZFP90,ZFP92,ZFPL1,ZFPM2,ZFX,ZFYVE1,ZFYVE16,ZFYVE19,ZFYVE21,ZFYVE26,ZFYVE28,ZFYVE9,ZGPAT,ZIC2,ZIC3,ZIC4,ZIC5,ZIM2,ZKSCAN1,ZKSCAN2,ZKSCAN5,ZKSCAN8,ZMPSTE24,ZMYND10,ZMYND11,ZNF114,ZNF12,ZNF132,ZNF135,ZNF140,ZNF157,ZNF169,ZNF175,ZNF18,ZNF180,ZNF184,ZNF185,ZNF189,ZNF19,ZNF2,ZNF202,ZNF205,ZNF213,ZNF214,ZNF215,ZNF226,ZNF227,ZNF229,ZNF23,ZNF234,ZNF235,ZNF250,ZNF252,ZNF263,ZNF268,ZNF274,ZNF280B,ZNF280C,ZNF280D,ZNF282,ZNF283,ZNF285,ZNF286A,ZNF287,ZNF3,ZNF300,ZNF304,ZNF311,ZNF316,ZNF317,ZNF331,ZNF333,ZNF334,ZNF34,ZNF354A,ZNF354B,ZNF354C,ZNF382,ZNF383,ZNF394,ZNF398,ZNF404,ZNF41,ZNF420,ZNF432,ZNF436,ZNF445,ZNF446,ZNF45,ZNF461,ZNF470,ZNF471,ZNF473,ZNF483,ZNF484,ZNF485,ZNF496,ZNF500,ZNF510,ZNF514,ZNF517,ZNF529,ZNF543,ZNF550,ZNF555,ZNF565,ZNF567,ZNF568,ZNF569,ZNF570,ZNF571,ZNF582,ZNF583,ZNF584,ZNF596,ZNF597,ZNF598,ZNF599,ZNF605,ZNF606,ZNF613,ZNF615,ZNF619,ZNF621,ZNF624,ZNF630,ZNF641,ZNF655,ZNF662,ZNF667,ZNF674,ZNF677,ZNF684,ZNF689,ZNF7,ZNF71,ZNF711,ZNF713,ZNF74,ZNF75D,ZNF768,ZNF772,ZNF773,ZNF777,ZNF782,ZNF783,ZNF786,ZNF789,ZNF79,ZNF790,ZNF792,ZNF793,ZNF8,ZNF804A,ZNF804B,ZNF81,ZNF829,ZNF84,ZNF875,ZNHIT2,ZNHIT3,ZNRF2,ZNRF3,ZNRF4,ZRANB1,ZRANB2,ZRANB3,ZRSR2,ZSCAN25,ZYX"
"GO:0046873"	2	"metal ion transmembrane transporter activity"	"Enables the transfer of metal ions from one side of a membrane to the other."	"SLC39A7,SLC39A9"
"GO:0046875"	18	"ephrin receptor binding"	"Interacting selectively and non-covalently with an ephrin receptor."	"ABL1,ADAM15,ANKS1A,ANKS1B,CBL,CHN1,CRK,EFNB1,EFNB2,FYN,GRB2,LYN,NCK1,PIK3CG,PTPN1,SHC1,SIPA1L1,SRC"
"GO:0046911"	1	"metal chelating activity"	"The formation of bonds from two or more atoms within the same ligand to a metal atom in complexes in which the metal is part of a ring."	"APOE"
"GO:0046914"	15	"transition metal ion binding"	"Interacting selectively and non-covalently with a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."	"APLP1,APLP2,APP,BGLAP,CRNN,LOC102157231,LOC483211,RPTN,S100A2,S100A4,S100A5,S100G,S100P,SNTN,TCHHL1"
"GO:0046920"	2	"alpha-(1->3)-fucosyltransferase activity"	"Catalysis of the transfer of an L-fucosyl group from GDP-beta-L-fucose to an acceptor molecule to form an alpha-(1->3) linkage."	"FUT10,FUT9"
"GO:0046922"	3	"peptide-O-fucosyltransferase activity"	"Catalysis of the transfer of an alpha-L-fucosyl residue from GDP- beta-L-fucose to the serine hydroxy group of a protein acceptor."	"A0A5F4BST3,POFUT1,POFUT2"
"GO:0046923"	2	"ER retention sequence binding"	"Interacting selectively and non-covalently with an endoplasmic reticulum (ER) retention sequence, a specific peptide sequence that ensures a protein is retained within the ER."	"CEMIP,KDELR1"
"GO:0046933"	9	"proton-transporting ATP synthase activity, rotational mechanism"	"Enables the transfer of protons from one side of a membrane to the other according to the reaction: ADP + H2O + phosphate + H+(in) = ATP + H+(out), by a rotational mechanism."	"ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5PB,ATP5PO,ATP6V1A,MT-ATP8"
"GO:0046934"	6	"phosphatidylinositol-4,5-bisphosphate 3-kinase activity"	"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + ATP = a 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate + ADP + 2 H(+)."	"PIK3C2A,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R6"
"GO:0046936"	1	"deoxyadenosine deaminase activity"	"Catalysis of the reaction: deoxyadenosine + H2O = deoxyinosine + NH3."	"ADA"
"GO:0046943"	2	"carboxylic acid transmembrane transporter activity"	"Enables the transfer of carboxylic acids from one side of a membrane to the other. Carboxylic acids are organic acids containing one or more carboxyl (COOH) groups or anions (COO-)."	"ABCB1,ABCC1"
"GO:0046961"	9	"proton-transporting ATPase activity, rotational mechanism"	"Enables the transfer of protons from one side of a membrane to the other according to the reaction: ATP + H2O + H+(in) = ADP + phosphate + H+(out), by a rotational mechanism."	"A0A5F4BS52,ATP5F1B,ATP6V0E2,ATP6V1C1,ATP6V1C2,ATP6V1E1,ATP6V1F,ATP6V1G3,ATP6V1H"
"GO:0046964"	1	"3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity"	"Enables the transfer of 3'-phosphoadenosine 5'-phosphosulfate, a naturally occurring mixed anhydride synthesized from adenosine 5'-phosphosulfate, from one side of a membrane to the other."	"SLC35B2"
"GO:0046965"	8	"retinoid X receptor binding"	"Interacting selectively and non-covalently with a retinoid X receptor."	"ARID5A,HMGA1,MED25,NR1H2,PPARG,RARG,TACC1,VDR"
"GO:0046966"	16	"thyroid hormone receptor binding"	"Interacting selectively and non-covalently with a thyroid hormone receptor."	"ARID5A,BRD8,GAS2L1,GTF2B,GTF2H1,MED1,MED12,MED13,MED24,MED30,NCOA6,PRMT2,TACC1,TAF11,TAF7,THRAP3"
"GO:0046969"	1	"NAD-dependent histone deacetylase activity (H3-K9 specific)"	"Catalysis of the reaction: histone H3 N6-acetyl-L-lysine (position 9) + H2O = histone H3 L-lysine (position 9) + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from lysine at position 9 of the histone H3 protein."	"SIRT6"
"GO:0046972"	1	"histone acetyltransferase activity (H4-K16 specific)"	"Catalysis of the reaction: acetyl-CoA + histone H4 L-lysine (position 16) = CoA + histone H4 N6-acetyl-L-lysine (position 16). This reaction represents the addition of an acetyl group to the lysine at position 16 of histone H4."	"MSL3"
"GO:0046974"	8	"histone methyltransferase activity (H3-K9 specific)"	"Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 9) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 9). This reaction is the addition of a methyl group onto lysine at position 9 of the histone H3 protein."	"ASH1L,EHMT2,MECOM,PRDM16,SETD5,SETDB1,SETDB2,SUV39H1"
"GO:0046975"	5	"histone methyltransferase activity (H3-K36 specific)"	"Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 36) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 36). This reaction is the addition of a methyl group onto lysine at position 36 of the histone H3 protein."	"ASH1L,SETD2,SETD3,SETD5,SMYD2"
"GO:0046976"	3	"histone methyltransferase activity (H3-K27 specific)"	"Catalysis of the reaction: S-adenosyl-L-methionine + histone H3 L-lysine (position 27) = S-adenosyl-L-homocysteine + histone H3 N6-methyl-L-lysine (position 27). This reaction is the addition of a methyl group onto lysine at position 27 of the histone H3 protein."	"EHMT2,EZH2,SUZ12"
"GO:0046978"	1	"TAP1 binding"	"Interacting selectively and non-covalently with the TAP1 subunit of TAP (transporter associated with antigen processing) protein."	"TAPBP"
"GO:0046979"	1	"TAP2 binding"	"Interacting selectively and non-covalently with the TAP2 subunit of TAP (transporter associated with antigen processing) protein."	"TAPBP"
