"id"	"geneNum"	"description"	"gene"
"cfa05030"	48	"Cocaine addiction"	"ADCY5,ATF2,ATF4,ATF6B,BDNF,CDK5,CDK5R1,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,DDC,DLG4,DRD1,DRD2,FOSB,GNAI1,GNAI2,GNAI3,GNAS,GPSM1,GRIA2,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM2,GRM3,JUN,MAOA,MAOB,NFKB1,PDYN,PPP1R1B,PRKACA,PRKACB,RELA,RGS9,SLC18A1,SLC18A2,SLC6A3,TH"
"cfa05031"	67	"Amphetamine addiction"	"ADCY5,ARC,ATF2,ATF4,ATF6B,CACNA1C,CACNA1D,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,DDC,DRD1,FOS,FOSB,GNAS,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,HDAC1,HDAC2,JUN,MAOA,MAOB,PDYN,PPP1CA,PPP1CB,PPP1CC,PPP1R1B,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,SIRT1,SLC18A1,SLC18A2,SLC6A3,STX1A,TH"
"cfa05032"	91	"Morphine addiction"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ADORA1,ARRB1,ARRB2,CACNA1A,CACNA1B,DRD1,GABBR1,GABBR2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR2,GABRR3,GNAI1,GNAI2,GNAI3,GNAO1,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRK2,GRK3,GRK4,GRK5,GRK6,KCNJ3,KCNJ5,KCNJ6,KCNJ9,OPRM1,PDE10A,PDE11A,PDE1A,PDE1B,PDE1C,PDE2A,PDE3A,PDE3B,PDE4A,PDE4B,PDE4C,PDE4D,PDE7A,PDE7B,PDE8A,PDE8B,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,SLC32A1"
"cfa05033"	40	"Nicotine addiction"	"CACNA1A,CACNA1B,CHRNA4,CHRNA6,CHRNA7,CHRNB2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR2,GABRR3,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,SLC17A6,SLC17A7,SLC17A8,SLC32A1"
"cfa05034"	174	"Alcoholism"	"ADCY5,ADORA2A,ADORA2B,ARAF,ATF2,ATF4,ATF6B,BDNF,BRAF,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CAMK4,CAMKK1,CAMKK2,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CRH,DDC,DRD1,DRD2,FOSB,GNAI1,GNAI2,GNAI3,GNAO1,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRB2,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,H2AB3,H2AC1,H2AC11,H2AC12,H2AC13,H2AC14,H2AC15,H2AC16,H2AC17,H2AC19,H2AC2,H2AC20,H2AC21,H2AC4,H2AC5,H2AC6,H2AC8,H2AC9,H2AJ,H2AW,H2AX,H2AZ1,H2AZ2,H2BC1,H2BC10,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC18,H2BC19,H2BC2,H2BC20,H2BC21,H2BC25,H2BC3,H2BC4,H2BC7,H2BC8,H2BC9,H2BE1,H2BL1,H2BU1,H2BU2,H2BW2,H2BW3,H3-3A,H3-3B,H3-4,H3C1,H3C10,H3C11,H3C12,H3C13,H3C14,H3C15,H3C7,H3C8,H4-16,H4C11,H4C12,H4C13,H4C2,H4C6,H4C8,H4C9,HAT1,HDAC1,HDAC10,HDAC11,HDAC2,HDAC3,HDAC4,HDAC5,HDAC6,HDAC7,HDAC8,HDAC9,HRAS,KRAS,MACROH2A1,MACROH2A2,MAOA,MAOB,MAP2K1,MAPK1,MAPK3,NPY,NRAS,NTRK2,PDYN,PKIA,PPP1CA,PPP1CB,PPP1CC,PPP1R1B,PRKACA,PRKACB,RAF1,SHC1,SHC2,SHC3,SHC4,SLC18A1,SLC18A2,SLC29A1,SLC29A2,SLC29A3,SLC6A3,SOS2,TH"
"cfa05100"	75	"Bacterial invasion of epithelial cells"	"ACTB,ACTG1,ACTR2,ACTR3,ACTR3B,ARHGAP10,ARHGEF26,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,BCAR1,CAV1,CAV2,CAV3,CBL,CD2AP,CDC42,CDH1,CLTA,CLTB,CLTC,CLTCL1,CRK,CRKL,CTNNA1,CTNNA2,CTNNA3,CTNNB1,CTTN,DNM1,DNM2,DNM3,DOCK1,ELMO1,ELMO3,FN1,GAB1,HCLS1,ILK,ITGA5,ITGB1,MAD2L2,MET,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PTK2,PXN,RAC1,RHOA,RHOG,RHOG2,SEPTIN1,SEPTIN11,SEPTIN12,SEPTIN2,SEPTIN3,SEPTIN6,SEPTIN8,SEPTIN9,SHC1,SHC2,SHC3,SHC4,SRC,VCL,WASF1,WASF2,WASL"
"cfa05132"	233	"Salmonella infection"	"ABI1,ACBD3,ACTB,ACTG1,ACTR10,ACTR1A,ACTR1B,ACTR2,ACTR3,ACTR3B,AHNAK,AHNAK2,AKT1,AKT2,AKT3,ANXA2,ARF1,ARF6,ARHGEF26,ARL17A,ARL8A,ARL8B,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,BAK1,BAX,BCL2,BIRC2,BIRC3,BRK1,CASP3,CASP4,CASP7,CASP8,CD14,CDC42,CHUK,CSE1L,CTNNB1,CXCL8,CYCS,CYFIP1,CYFIP2,CYTH1,CYTH2,CYTH3,CYTH4,DCTN1,DCTN2,DCTN3,DCTN4,DCTN5,DCTN6,DNM2,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNC2H1,DYNC2LI1,DYNLL1,DYNLL2,DYNLRB1,DYNLRB2,DYNLT1,DYNLT3,ELMO1,EXOC2,EXOC4,EXOC5,EXOC7,FADD,FBXO22,FHOD1,FLNA,FLNB,FLNC,FOS,FYCO1,GAPDH,GCC2,GSDMD,HRAS,HSP90AA1,HSP90AB1,HSP90B1,IKBKB,IL18,IL1B,IL6,IRAK1,IRAK4,JUN,KIF5A,KIF5B,KIF5C,KLC1,KLC2,KLC3,KLC4,KPNA1,KPNA3,KPNA4,LEF1,LY96,M6PR,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K7,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MYC,MYD88,MYL10,MYL12B,MYL2,MYL5,MYL7,MYL9,MYLPF,MYO6,NCKAP1,NCKAP1L,NFKB1,NFKBIA,NLRP3,NOD1,PAK1,PAK3,PFN1,PFN2,PFN3,PFN4,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PKN1,PLEKHM1,PLEKHM2,PODXL,PTPRC,PYCARD,RAB5A,RAB5B,RAB5C,RAB7A,RAB7B,RAB9A,RAB9B,RAC1,RAF1,RALA,RELA,RHOA,RHOB,RHOG,RHOG2,RHOH,RHOJ,RILP,RIPK1,RIPK2,RIPK3,ROCK2,RPS3,RRAS,S100A10,SKP1,SNX18,SNX33,SNX9,STX10,TAB1,TAB2,TAB3,TCF7,TCF7L1,TCF7L2,TIRAP,TLR2,TLR4,TLR5,TLR6,TLR9,TNF,TNFRSF1A,TNFSF10,TRADD,TRAF2,TRAF6,TUBA1C,TUBA4A,TUBA8,TUBAL3,TUBB,TUBB1,TUBB2A,TUBB3,TUBB4A,TUBB4B,TUBB6,TXN,TXN2,VPS11,VPS16,VPS18,VPS33A,VPS39,VPS41,WASF3,WASL"
"cfa05133"	68	"Pertussis"	"C1QA,C1QB,C1QC,C1R,C1S,C2,C3,C4BPA,C4BPB,C5,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CASP3,CASP7,CD14,CFL1,CFL2,CXCL8,FOS,GNAI1,GNAI2,GNAI3,IL10,IL12A,IL12B,IL1A,IL1B,IL23A,IL6,IRAK1,IRAK4,IRF1,IRF3,IRF8,ITGA5,ITGAM,ITGB1,ITGB2,JUN,LY96,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MYD88,NFKB1,NLRP3,NOD1,NOS2,PYCARD,RELA,RHOA,SERPING1,TICAM1,TICAM2,TIRAP,TLR4,TNF,TRAF6"
"cfa05134"	47	"Legionellosis"	"APAF1,ARF1,ARL17A,BCL2L13,BNIP3,C3,CASP3,CASP7,CASP8,CASP9,CD14,CLK1,CLK4,CXCL8,CYCS,EEF1A1,EEF1A2,EEF1G,HBS1L,HSF1,HSP70,HSPA2,HSPA8,HSPD1,IL12A,IL12B,IL18,IL1B,IL6,ITGAM,ITGB2,MYD88,NFKB1,NFKB2,NFKBIA,PYCARD,RAB1A,RAB1B,RELA,SAR1A,SAR1B,SEC22B,TLR2,TLR4,TLR5,TNF,VCP"
"cfa05135"	127	"Yersinia infection"	"ACTB,ACTG1,ACTR2,ACTR3,ACTR3B,AKT1,AKT2,AKT3,ARF6,ARHGEF1,ARHGEF12,ARHGEF28,ARHGEF7,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,BAIAP2,BCAR1,CCL2,CD4,CD8A,CD8B,CDC42,CHUK,CRK,CRKL,CXCL8,DOCK1,ELMO1,FN1,FOS,FYB1,GIT2,GNAQ,GSK3B,IFNB1,IKBKB,IL10,IL18,IL1B,IL2,IL6,IRAK1,IRAK4,IRF3,ITGA4,ITGA5,ITGB1,JUN,LAT,LCK,LCP2,LIMK1,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K7,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MYD88,NFATC1,NFATC2,NFATC3,NFKB1,NFKBIA,NLRP3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIP5K1A,PIP5K1B,PIP5K1C,PKN1,PKN2,PLCG1,PTK2,PTK2B,PXN,PYCARD,RAC1,RAC2,RAC3,RELA,RHOA,RHOG,RHOG2,ROCK1,ROCK2,RPS6KA1,RPS6KA2,RPS6KA6,SKAP2,SRC,TAB1,TAB2,TBK1,TICAM1,TLR4,TNF,TRAF2,TRAF6,VAV1,VAV2,VAV3,WAS,WASF2,WASL,WIPF1,WIPF2,WIPF3,ZAP70"
"cfa05140"	62	"Leishmaniasis"	"C3,CYBA,CYBB,DLA-DMA,DLA-DMB,DLA-DOA,DLA-DOB,DLA-DRA,EEF1A1,EEF1A2,ELK1,FCGR1A,FOS,HLA-DRB1,IFNG,IFNGR1,IFNGR2,IL10,IL12A,IL12B,IL1A,IL1B,IL4,IRAK1,IRAK4,ITGA4,ITGAM,ITGB1,ITGB2,JAK1,JAK2,JUN,MAP3K7,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MARCKSL1,MYD88,NCF1,NCF2,NCF4,NFKB1,NFKBIA,NFKBIB,NOS2,PRKCB,PTGS2,PTPN6,RELA,STAT1,TAB1,TAB2,TGFB1,TGFB2,TGFB3,TLR2,TLR4,TNF,TRAF6"
"cfa05142"	98	"Chagas disease"	"ACE,ADCY1,AKT1,AKT2,AKT3,BDKRB2,C1QA,C1QB,C1QC,C3,CALR,CASP8,CCL2,CCL3,CCL5,CD247,CD3D,CD3E,CD3G,CFLAR,CHUK,CXCL8,FADD,FAS,FASLG,FOS,GNA11,GNA14,GNA15,GNAI1,GNAI2,GNAI3,GNAL,GNAO1,GNAQ,GNAS,IFNB1,IFNG,IFNGR1,IFNGR2,IKBKB,IL10,IL12A,IL12B,IL1B,IL2,IL6,IRAK1,IRAK4,JUN,KNG1,MAP2K4,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MYD88,NFKB1,NFKBIA,NOS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB1,PLCB2,PLCB3,PLCB4,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D,RELA,SERPINE1,SMAD2,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TICAM1,TLR2,TLR4,TLR6,TLR9,TNF,TNFRSF1A,TRAF6"
"cfa05143"	31	"African trypanosomiasis"	"APOA1,F2RL1,FAS,FASLG,GNAQ,ICAM1,IDO1,IDO2,IFNG,IL10,IL12A,IL12B,IL18,IL1B,IL6,KNG1,LAMA4,MYD88,NPPA,PLCB1,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCG,SELE,THOP1,TLR9,TNF,VCAM1"
"cfa05144"	42	"Malaria"	"ACKR1,CCL2,CD36,CD40,CD40LG,CD81,COMP,CSF3,CXCL8,GYPA,GYPC,HGF,ICAM1,IFNG,IL10,IL12A,IL18,IL1B,IL6,ITGAL,ITGB2,KLRB1,KLRK1,LRP1,MET,MYD88,PECAM1,SDC1,SELE,SELP,TGFB1,TGFB2,TGFB3,THBS1,THBS2,THBS3,THBS4,TLR2,TLR4,TLR9,TNF,VCAM1"
"cfa05145"	99	"Toxoplasmosis"	"AKT1,AKT2,AKT3,ALOX5,BAD,BCL2,BCL2L1,BIRC2,BIRC3,BIRC7,CASP3,CASP8,CASP9,CCR5,CD40,CD40LG,CHUK,CIITA,CYCS,DLA-DMA,DLA-DMB,DLA-DOA,DLA-DOB,DLA-DRA,GNAI1,GNAI2,GNAI3,GNAO1,HLA-DRB1,HSP70,HSPA2,HSPA8,IFNG,IFNGR1,IFNGR2,IKBKB,IL10,IL10RA,IL10RB,IL12A,IL12B,IRAK1,IRAK4,ITGA6,ITGB1,JAK1,JAK2,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMB4,LAMC1,LAMC2,LAMC3,LDLR,LY96,MAP2K3,MAP2K6,MAP3K7,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MYD88,NFKB1,NFKBIA,NFKBIB,NOS2,PDPK1,PIK3CG,PIK3R5,PIK3R6,PPIF,RELA,SOCS1,STAT1,STAT3,TAB1,TAB2,TGFB1,TGFB2,TGFB3,TLR2,TLR4,TNF,TNFRSF1A,TRAF6,TYK2,XIAP"
"cfa05146"	94	"Amoebiasis"	"ACTN1,ACTN4,ADCY1,ARG1,ARG2,C8A,C8B,C8G,C9,CASP3,CD14,CD1A6,CD1A8,CD1B,CD1C,CD1D,CD1E,COL1A1,COL1A2,COL3A1,COL4A1,COL4A2,COL4A3,COL4A4,COL4A5,COL4A6,CSF2,CTSG,CXCL8,FN1,GNA11,GNA14,GNA15,GNAL,GNAQ,GNAS,HSPB1,IFNG,IL10,IL12A,IL12B,IL1B,IL1R1,IL1R2,IL6,ITGAM,ITGB2,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,LAMB1,LAMB2,LAMB3,LAMB4,LAMC1,LAMC2,LAMC3,NFKB1,NOS2,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB1,PLCB2,PLCB3,PLCB4,PRDX1,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,PTK2,RAB5A,RAB5B,RAB5C,RAB7A,RAB7B,RELA,SERPINB10,SERPINB13,SERPINB6,SERPINB9,TGFB1,TGFB2,TGFB3,TLR2,TLR4,TNF,VCL"
"cfa05150"	71	"Staphylococcus aureus infection"	"C1QA,C1QB,C1QC,C1R,C1S,C2,C3,C3AR1,C5,C5AR1,CAMP,CBD103,CFB,CFD,CFH,CFI,DEFB1,DEFB4A,DLA-DMA,DLA-DMB,DLA-DOA,DLA-DOB,DLA-DRA,DSG1,FCAR,FCGR1A,FCGR2B,FGG,FPR2,HLA-DRB1,ICAM1,IL10,ITGAL,ITGAM,ITGB2,KRT10,KRT12,KRT13,KRT14,KRT15,KRT16,KRT17,KRT18,KRT19,KRT20,KRT23,KRT24,KRT25,KRT26,KRT27,KRT28,KRT31,KRT32,KRT33A,KRT33B,KRT34,KRT35,KRT36,KRT37,KRT38,KRT39,KRT40,KRT41,KRT42,KRT9,MASP1,MASP2,PLG,PTAFR,SELP,SELPLG"
"cfa05152"	149	"Tuberculosis"	"AKT1,AKT2,AKT3,APAF1,ARHGEF12,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V1H,BAD,BAX,BCL10,BCL2,BID,C3,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMP,CARD9,CASP10,CASP3,CASP8,CASP9,CD14,CD209,CD74,CEBPB,CEBPG,CIITA,CLEC7A,CORO1A,CREB1,CREBBP,CTSD,CTSS,CYCS,CYP27B1,DLA-DMA,DLA-DMB,DLA-DOA,DLA-DOB,DLA-DRA,EEA1,EP300,FADD,FCER1G,FCGR1A,FCGR2B,HLA-DRB1,HSPA9,HSPD1,IFNA5,IFNA7,IFNB1,IFNG,IFNGR1,IFNGR2,IL10,IL10RA,IL10RB,IL12A,IL12B,IL18,IL1A,IL1B,IL23A,IL6,IRAK1,IRAK2,IRAK4,ITGAM,ITGAX,ITGB2,JAK1,JAK2,KSR1,LAMP1,LAMP2,LSP1,MALT1,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MRC1,MRC2,MYD88,NFKB1,NFYA,NFYB,NFYC,NOD2,NOS2,PIK3C3,PLA2R1,PLK3,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,RAB5A,RAB5B,RAB5C,RAB7A,RAF1,RELA,RFX5,RFXANK,RFXAP,RHOA,RIPK2,SPHK1,SPHK2,SRC,STAT1,SYK,TCIRG1,TGFB1,TGFB2,TGFB3,TIRAP,TLR1,TLR2,TLR4,TLR6,TLR9,TNF,TNFRSF1A,TRADD,TRAF6,VDR"
"cfa05160"	140	"Hepatitis C"	"AKT1,AKT2,AKT3,APAF1,ARAF,BAD,BAK1,BAX,BID,BRAF,CASP3,CASP8,CASP9,CCND1,CD81,CDK2,CDK4,CDK6,CDKN1A,CFLAR,CHUK,CLDN1,CLDN10,CLDN11,CLDN14,CLDN15,CLDN16,CLDN17,CLDN18,CLDN19,CLDN2,CLDN20,CLDN23,CLDN24,CLDN25,CLDN3,CLDN34,CLDN4,CLDN5,CLDN6,CLDN7,CLDN8,CLDN9,CTNNB1,CXCL10,CYCS,DDX58,E2F1,E2F2,E2F3,EGF,EGFR,EIF2AK1,EIF2AK2,EIF2AK3,EIF2AK4,EIF2S1,EIF3E,FADD,FAS,FASLG,GRB2,GSK3B,HRAS,IFNA5,IFNA7,IFNAR1,IFNAR2,IFNB1,IFNG,IKBKB,IKBKE,IRF3,IRF7,IRF9,JAK1,KRAS,LDLR,MAP2K1,MAP2K2,MAPK1,MAPK3,MAVS,MX1,MX2,MYC,NFKB1,NFKBIA,NR1H3,NRAS,OAS1,OAS2,OAS3,OCLN,PIAS1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PPARA,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D,PSME3,RAF1,RB1,RELA,RIPK1,RNASEL,RSAD2,RXRA,SCARB1,SOCS3,SOS2,STAT1,STAT2,STAT3,TBK1,TICAM1,TLR3,TNF,TNFRSF1A,TP53,TRADD,TRAF2,TRAF3,TRAF6,TYK2,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ"
"cfa05161"	147	"Hepatitis B"	"AKT1,AKT2,AKT3,APAF1,ARAF,ATF2,ATF4,ATF6B,BAD,BAX,BCL2,BID,BIRC5,BRAF,CASP10,CASP12,CASP3,CASP8,CASP9,CCNA1,CCNA2,CCNE1,CCNE2,CDK2,CDKN1A,CHUK,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CREBBP,CXCL8,CYCS,DDB1,DDB2,DDX3X,DDX58,E2F1,E2F2,E2F3,EGR2,EGR3,ELK1,EP300,FADD,FAS,FASLG,FOS,GRB2,HRAS,HSPG2,IFIH1,IFNA5,IFNA7,IFNAR1,IFNB1,IKBKB,IKBKE,IL6,IRAK1,IRAK4,IRF3,IRF7,JAK1,JAK2,JAK3,JUN,KRAS,MAP2K1,MAP2K2,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K1,MAP3K7,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MAVS,MMP9,MYC,MYD88,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKBIA,NRAS,PCNA,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PRKCA,PRKCB,PRKCG,PTK2B,RAF1,RB1,RELA,SLC10A1,SMAD3,SMAD4,SOS2,SRC,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,STAT6,TAB1,TAB2,TBK1,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TICAM1,TICAM2,TIRAP,TLR2,TLR3,TLR4,TNF,TP53,TRAF3,TRAF6,TYK2,VDAC3,YWHAB,YWHAQ,YWHAZ"
"cfa05162"	120	"Measles"	"ADAR,AKT1,AKT2,AKT3,APAF1,BAD,BAK1,BAX,BBC3,BCL2,BCL2L1,BID,CASP3,CASP8,CASP9,CBLB,CCND1,CCND2,CCND3,CCNE1,CCNE2,CD209,CD28,CD3D,CD3E,CD3G,CDK2,CDK4,CDK6,CDKN1B,CHUK,CSNK2A1,CSNK2A2,CSNK2B,CYCS,DDX58,EIF2AK1,EIF2AK2,EIF2AK3,EIF2AK4,EIF2S1,EIF3H,FADD,FAS,FASLG,FCGR2B,FOS,GSK3B,HSP70,HSPA2,HSPA8,IFIH1,IFNA5,IFNA7,IFNAR1,IFNAR2,IFNB1,IKBKB,IKBKE,IL12A,IL12B,IL1A,IL1B,IL2,IL2RA,IL2RB,IL2RG,IL6,IRAK1,IRAK4,IRF3,IRF7,IRF9,JAK1,JAK3,JUN,MAP3K7,MAPK10,MAPK8,MAPK9,MAVS,MSN,MX1,MX2,MYD88,NFKB1,NFKBIA,NFKBIB,OAS1,OAS2,OAS3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,RAB9A,RAB9B,RACK1,RCHY1,RELA,SLAMF1,STAT1,STAT2,STAT3,STAT5A,STAT5B,TAB2,TBK1,TLR2,TLR4,TLR7,TLR9,TNFAIP3,TP53,TP73,TRADD,TRAF3,TRAF6,TYK2"
"cfa05163"	202	"Human cytomegalovirus infection"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AKAP13,AKT1,AKT2,AKT3,ARHGEF1,ARHGEF11,ARHGEF12,ATF2,ATF4,ATF6B,B2M,BAK1,BAX,BCAR1,BID,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CALR,CASP3,CASP8,CASP9,CCL2,CCL3,CCL4,CCL5,CCND1,CCR1,CCR3,CCR5,CDK4,CDK6,CDKN1A,CGAS,CHUK,CREB1,CREB3,CREB3L1,CREB3L2,CREB3L3,CREB3L4,CREB5,CRK,CRKL,CTNNB1,CX3CL1,CXCL12,CXCL8,CXCR2,CYCS,DLA-12,DLA-64,DLA-79,DLA88,E2F1,E2F2,E2F3,EGFR,EIF4EBP1,ELK1,FADD,FAS,FASLG,GNA11,GNA12,GNA13,GNAI1,GNAI2,GNAI3,GNAO1,GNAQ,GNAS,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG14,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,GRB2,GSK3B,HRAS,IFNA5,IFNA7,IFNB1,IKBKB,IL10RA,IL10RB,IL1B,IL1R1,IL6,IL6R,IRF3,ITGAV,ITGB3,ITPR1,ITPR2,ITPR3,JAK1,KRAS,MAP2K1,MAP2K2,MAP2K6,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MDM2,MTOR,MYC,NFATC1,NFATC2,NFATC3,NFATC4,NFKB1,NFKBIA,NRAS,PDGFRA,PDIA3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB1,PLCB2,PLCB3,PLCB4,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PRKCA,PRKCB,PRKCG,PTGER1,PTGER2,PTGER3,PTGER4,PTGS2,PTK2,PTK2B,PXN,RAC1,RAC2,RAC3,RAF1,RB1,RELA,RHEB,RHOA,RIPK1,ROCK1,ROCK2,RPS6KB1,RPS6KB2,SOS2,SP1,SRC,STAT3,STING1,TAP1,TAP2,TAPBP,TBK1,TNF,TNFRSF1A,TP53,TRADD,TRAF2,TRAF5,TSC1,TSC2,VEGFA"
"cfa05164"	139	"Influenza A"	"ACTB,ACTG1,ADAR,AKT1,AKT2,AKT3,APAF1,BAK1,BAX,BID,CALCOCO2,CASP3,CASP8,CASP9,CCL2,CCL5,CCND3,CDK4,CDK6,CHUK,CIITA,CPSF4,CPSF4L,CREBBP,CXCL10,CXCL8,CYCS,DDX58,DLA-DMA,DLA-DMB,DLA-DOA,DLA-DOB,DLA-DRA,DNAJB1,DNAJC3,EIF2AK2,EIF2S1,EP300,FADD,FAS,FASLG,FDPS,HLA-DRB1,HNRNPUL1,ICAM1,IFIH1,IFNA5,IFNA7,IFNAR1,IFNAR2,IFNB1,IFNG,IFNGR1,IFNGR2,IKBKB,IKBKE,IL12A,IL12B,IL18,IL1A,IL1B,IL33,IL6,IRAK4,IRF3,IRF7,IRF9,JAK1,JAK2,KPNA1,KPNA2,KPNA5,KPNA6,KPNA7,MAP2K1,MAP2K2,MAPK1,MAPK3,MAVS,MX1,MX2,MYD88,NFKB1,NFKBIA,NFKBIB,NLRP3,NLRX1,NUP98,NXF1,NXF3,NXT1,NXT2,OAS1,OAS2,OAS3,PABPN1,PABPN1L,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLG,PML,PRKCA,PRKCB,PRSS2,PYCARD,RAB11A,RAB11B,RAE1,RAF1,RELA,RNASEL,RSAD2,SLC25A31,SLC25A4,SLC25A5,SLC25A6,SOCS3,STAT1,STAT2,TBK1,TICAM1,TLR3,TLR4,TLR7,TMPRSS11D,TMPRSS2,TMPRSS4,TNF,TNFRSF1A,TNFSF10,TRADD,TRAF3,TRIM25,TYK2,VDAC1,XPO1"
